country,date,GDP_Per_Capita_Current_USD,Total_Population,Population_Female_Percentage,Population_Male_Percentage,Electricity_Access_Urban_Percentage,Electricity_Access_Rural_Percentage,Total_Electricity_Output_GWh
Burkina Faso,2019,764.853077774946,20961952.0,50.2272855969098,49.7727144030902,,,
Burkina Faso,2020,825.237038782475,21478690.0,50.2154577497723,49.7845422502277,,,
Burkina Faso,2021,895.535288442991,21995243.0,50.1999795955889,49.8000204044111,,,
Burkina Faso,2022,827.330843486661,22509038.0,50.191747413117,49.808252586883,,,
Burkina Faso,2023,873.482589651003,23025776.0,50.1916330637456,49.8083669362544,,,
Burkina Faso,2024,981.992649769081,23548781.0,50.1881392501803,49.8118607498197,,,
Burundi,2000,134.537861752389,6470194.0,50.7463996823588,49.2536003176412,52.4705543518066,,101.0
Burundi,2001,132.159554541932,6634365.0,50.7420227859034,49.2579772140966,52.2523498535156,,117.0
Burundi,2002,120.952308575468,6824132.0,50.73083287369,49.26916712631,52.0315322875976,,129.3
Burundi,2003,111.406682804391,7043154.0,50.7101575927266,49.2898424072734,51.8109169006348,,103.5
Burundi,2004,125.194965184533,7310656.0,50.6823464269144,49.3176535730856,51.593318939209,,93.6
Burundi,2005,147.234619294225,7587299.0,50.6539283610676,49.3460716389324,45.049504950495,1.03899435608004,102.3
Burundi,2006,161.892755640319,7865547.0,50.6264344997239,49.3735655002761,51.1784515380859,,95.3
Burundi,2007,166.162744906755,8161874.0,50.5981469451746,49.4018530548254,50.9868087768555,,119.459
Burundi,2008,189.502074570768,8505637.0,50.5682760738555,49.4317239261445,39.6,1.2,113.789
Burundi,2009,198.431524048225,8947646.0,50.5342187207674,49.4657812792325,50.6430587768555,0.0972725281140105,121.147
Burundi,2010,216.727705301976,9376444.0,50.5032770948904,49.4967229051096,49.0,1.0,142.031
Burundi,2011,230.069761381132,9717978.0,50.4794001385885,49.5205998614115,50.3421592712402,0.499777044187419,141.151
Burundi,2012,231.098787811507,10071028.0,50.4561401278996,49.5438598721004,58.5,1.2,141.695
Burundi,2013,234.844770150871,10439341.0,50.4338827517944,49.5661172482056,50.0698318481445,0.948072707615206,159.121
Burundi,2014,250.544492155185,10799785.0,50.4141841329078,49.5858158670922,52.1,2.0,173.848
Burundi,2015,254.402585226788,11047580.0,50.4022374494901,49.5977625505099,49.8117828369141,1.41714834311706,165.986
Burundi,2016,232.937812100153,11239451.0,50.3936357745587,49.6063642254413,49.683952331543,1.65223551976685,
Burundi,2017,246.060725714184,11506762.0,50.3818276592494,49.6181723407506,,,
Burundi,2018,245.661678332009,11859446.0,50.3681790869489,49.6318209130511,,,
Burundi,2019,234.31061590725,12255336.0,50.3548535629824,49.6451464370176,,,
Burundi,2020,255.8324539389,12617036.0,50.3453188213143,49.6546811786857,,,
Burundi,2021,264.980379269655,12965481.0,50.3384101214602,49.6615898785398,,,
Burundi,2022,302.992505263552,13321097.0,50.3324163167643,49.6675836832357,,,
Burundi,2023,250.627253097255,13689450.0,50.3268940680597,49.6731059319403,,,
Burundi,2024,219.424830882698,14047786.0,50.3224636252289,49.6775363747711,,,
Cabo Verde,2000,1189.51479345891,453317.0,51.0151813958413,48.9848186041587,,,
Cabo Verde,2001,1223.33055331575,460293.0,50.8791139556761,49.1208860443239,,,
Cabo Verde,2002,1328.57874270666,467046.0,50.7284079084287,49.2715920915713,,,
Cabo Verde,2003,1717.97565369655,473383.0,50.577228164087,49.422771835913,,,
Cabo Verde,2004,1929.49081468781,479370.0,50.426601581242,49.573398418758,,,
Cabo Verde,2005,2004.14680417563,485115.0,50.2767385053029,49.7232614946971,,,
Cabo Verde,2006,2256.99666191075,490728.0,50.1277693549176,49.8722306450824,,,
Cabo Verde,2007,3324.57675212498,496190.0,49.9807533016653,50.0192466983347,,,
Cabo Verde,2008,3908.64885822576,501355.0,49.8373408064146,50.1626591935854,,,
Cabo Verde,2009,3659.72046361628,506141.0,49.6996878334058,50.3003121665942,,,
Cabo Verde,2010,3579.46006137809,509784.0,49.5935533480847,50.4064466519153,,,
Cabo Verde,2011,4002.01386888785,511447.0,49.5387587350375,50.4612412649625,,,
Cabo Verde,2012,3736.81517011087,511955.0,49.5053276166851,50.4946723833149,,,
Cabo Verde,2013,3960.97596791345,512225.0,49.4683000634487,50.5316999365513,,,
Cabo Verde,2014,3985.60706548134,512326.0,49.4288792682784,50.5711207317216,,,
Cabo Verde,2015,3415.06266730931,512394.0,49.3876770369619,50.6123229630381,,,
Cabo Verde,2016,3608.96605234906,512554.0,49.3448495182947,50.6551504817053,,,
Cabo Verde,2017,3893.09571382506,512893.0,49.2990727092643,50.7009272907357,,,
Cabo Verde,2018,4294.96510035729,513415.0,49.2486584926424,50.7513415073576,,,
Cabo Verde,2019,4380.78117331128,514104.0,49.1916032553724,50.8083967446276,,,
Cabo Verde,2020,3539.22661248299,514679.0,49.1357736846196,50.8642263153804,,,
Cabo Verde,2021,3971.44409203423,516649.0,49.1167117327238,50.8832882672762,,,
Cabo Verde,2022,4323.31362032709,519741.0,49.1264896814189,50.8735103185811,,,
Cabo Verde,2023,4794.90121917259,522331.0,49.1336894300538,50.8663105699462,,,
Cabo Verde,2024,5192.48157325878,524877.0,49.1410368524435,50.8589631475565,,,
Cambodia,2000,296.426687526334,12462336.0,51.9124103217888,48.0875896782112,60.6,9.0,448.0
Cambodia,2001,327.500984314444,12658484.0,51.8381111039837,48.1618888960163,63.6668243408203,7.17944505922847,509.0
Cambodia,2002,350.147276634294,12855241.0,51.7670145766217,48.2329854233783,66.2585525512695,9.04532775817105,728.0
Cambodia,2003,386.691123931778,13050968.0,51.6992915774523,48.3007084225477,68.8504867553711,7.72458922084207,763.0
Cambodia,2004,444.199067529081,13244731.0,51.6315808905443,48.3684191094557,71.445442199707,12.753463327995,814.0
Cambodia,2005,525.797325120926,13439202.0,51.5621424871698,48.4378575128302,66.8,12.6,964.0
Cambodia,2006,612.252648550727,13639028.0,51.488101020696,48.511898979304,76.6556701660156,16.474122279251,1176.0
Cambodia,2007,731.692295125426,13841770.0,51.4123879090327,48.5876120909673,79.2765731811523,18.3562785805254,1489.0
Cambodia,2008,866.283999789749,14053479.0,51.3431229377437,48.6568770622563,87.0,13.1,1479.0
Cambodia,2009,875.748936193569,14276810.0,51.2975237465512,48.7024762534488,84.5579223632813,22.176431428877,1256.0
Cambodia,2010,952.274616324008,14500726.0,51.2715846089361,48.7284153910639,91.3,18.8,994.0
Cambodia,2011,1088.98152823081,14722584.0,51.2473625553775,48.7526374446225,89.8821182250977,26.0284465533268,1053.0
Cambodia,2012,1192.80263041673,14945085.0,51.225185321784,48.774814678216,92.5558242797851,27.9560444122404,1434.0
Cambodia,2013,1305.6600972686,15170208.0,51.2048087936566,48.7951912063434,95.2348861694336,29.8805623038982,1778.0
Cambodia,2014,1431.56396469993,15396772.0,51.185781019554,48.814218980446,96.9,49.2,3059.0
Cambodia,2015,1547.32010444393,15623251.0,51.1677819168366,48.8322180831634,98.9814071655273,34.125685363614,4397.0
Cambodia,2016,1675.19555711109,15852803.0,51.1492163972022,48.8507836027978,100.0,36.4627894300957,
Cambodia,2017,1826.35391688754,16073372.0,51.133458492717,48.866541507283,,,
Cambodia,2018,2036.67377566578,16274522.0,51.123633615783,48.876366384217,,,
Cambodia,2019,2225.87705485686,16481304.0,51.1119690529342,48.8880309470658,,,
Cambodia,2020,2081.73914242939,16725474.0,51.0887554570206,48.9112445429794,,,
Cambodia,2021,2167.40324198499,16974305.0,51.0618578456168,48.9381421543832,,,
Cambodia,2022,2325.03050040841,17201724.0,51.04064569342,48.95935430658,,,
Cambodia,2023,2429.74853452838,17423880.0,51.0215261456389,48.9784738543611,,,
Cambodia,2024,2627.87969756224,17638801.0,51.0001445109563,48.9998554890437,,,
Cameroon,2000,708.565731625965,14912631.0,50.3578610642213,49.6421389357787,79.0,21.0,3480.0
Cameroon,2001,715.470296470585,15309490.0,50.336206474794,49.663793525206,83.95034,18.51273,3541.0
Cameroon,2002,789.623811072554,15725528.0,50.3147080539813,49.6852919460187,78.6628570556641,13.6777825402544,3300.0
Cameroon,2003,988.241276791846,16160340.0,50.2944430624603,49.7055569375397,79.5556793212891,14.161017471496,3684.0
Cameroon,2004,1133.39326749673,16610487.0,50.2752929519767,49.7247070480233,77.1,15.5,4110.0
Cameroon,2005,1142.62466252106,17074594.0,50.256615179254,49.743384820746,81.3532028198242,15.0942790587696,4004.0
Cameroon,2006,1191.45458990968,17550407.0,50.2396069925676,49.7603930074324,73.0,14.0,5106.0
Cameroon,2007,1325.67248215933,18049896.0,50.2251952158171,49.774804784183,90.4,23.4,5243.0
Cameroon,2008,1492.14269801453,18574056.0,50.2123499573814,49.7876500426186,84.1206436157227,16.5623622710969,5681.0
Cameroon,2009,1461.38999232337,19113974.0,50.2011277299597,49.7988722700404,85.0684509277344,17.1005802277678,5783.0
Cameroon,2010,1398.58702025047,19668066.0,50.1915414463455,49.8084585536545,86.0269775390625,17.6588217742376,5899.0
Cameroon,2011,1513.96056994878,20232304.0,50.182885745489,49.817114254511,87.5,18.5,5943.0
Cameroon,2012,1449.09874362279,20809529.0,50.175400422345,49.824599577655,87.9690322875977,18.8284315667303,5895.0
Cameroon,2013,1575.92882118897,21402376.0,50.1691868229957,49.8308131770043,88.9489822387695,19.4319726861006,6175.0
Cameroon,2014,1649.4433905949,22059893.0,50.1645769542037,49.8354230457963,89.2,22.2,6922.0
Cameroon,2015,1415.00009710569,22763414.0,50.1613707785058,49.8386292214942,90.9178085327148,20.6560614225603,6758.0
Cameroon,2016,1441.7201725688,23454161.0,50.1582682919248,49.8417317080752,91.9034194946289,21.2703972709478,
Cameroon,2017,1496.08951771242,24128601.0,50.1555519111945,49.8444480888055,,,
Cameroon,2018,1610.69641591017,24806383.0,50.1542163563305,49.8457836436694,,,
Cameroon,2019,1555.22660476477,25506095.0,50.1537338428325,49.8462661571675,,,
Cameroon,2020,1555.60370660749,26210558.0,50.1554316334879,49.8445683665121,,,
Cameroon,2021,1672.32657340872,26915758.0,50.1580765379865,49.8419234620135,,,
Cameroon,2022,1604.87726954895,27632771.0,50.1595569203119,49.8404430796881,,,
Cameroon,2023,1720.47510154506,28372687.0,50.1612765826515,49.8387234173485,,,
Cameroon,2024,1830.00833684727,29123744.0,50.1632036045915,49.8367963954085,,,
Canada,2000,24271.0020563821,30685730.0,50.504501145498,49.495498854502,100.0,100.0,605596.0
Canada,2001,23822.096210932,31020855.0,50.4822613083486,49.5177386916513,100.0,100.0,589780.0
Canada,2002,24256.0192337185,31359199.0,50.4681474365239,49.5318525634761,100.0,100.0,601158.0
Canada,2003,28301.8645937428,31642461.0,50.463201304717,49.536798695283,100.0,100.0,589542.0
Canada,2004,32145.5412620217,31938807.0,50.4590638371026,49.5409361628974,100.0,100.0,599865.0
Canada,2005,36383.6600068095,32242732.0,50.4518980216289,49.5481019783711,100.0,100.0,621594.0
Canada,2006,40504.0370977806,32571193.0,50.448001263524,49.551998736476,100.0,100.0,607359.0
Canada,2007,44660.0838892281,32888886.0,50.4510930999359,49.5489069000641,100.0,100.0,626410.0
Canada,2008,46710.2526864484,33247298.0,50.4543846266647,49.5456153733353,100.0,100.0,629362.0
Canada,2009,40874.8831932903,33630069.0,50.4551035183497,49.5448964816503,100.0,100.0,606235.0
Canada,2010,47560.6666009406,34005902.0,50.4545368280323,49.5454631719677,100.0,100.0,595840.0
Canada,2011,52223.8588398531,34339221.0,50.4462899097286,49.5537100902714,100.0,100.0,629790.0
Canada,2012,52670.3447335415,34713395.0,50.42760092085,49.57239907915,100.0,100.0,632810.0
Canada,2013,52638.1187235237,35080992.0,50.4083776718462,49.5916223281538,100.0,100.0,660684.0
Canada,2014,50960.8431174661,35434066.0,50.399291266386,49.600708733614,100.0,100.0,656114.0
Canada,2015,43594.1941045394,35704498.0,50.3989073648762,49.6010926351238,100.0,100.0,670740.0
Canada,2016,42314.0615817218,36110803.0,50.3961588788091,49.6038411211909,100.0,100.0,
Canada,2017,45129.628116623,36545075.0,50.3821359508377,49.6178640491623,,,
Canada,2018,46539.1761570405,37072620.0,50.3554725357994,49.6445274642006,,,
Canada,2019,46352.8693445211,37618495.0,50.3314816596434,49.6685183403566,,,
Canada,2020,43537.839298904,38028638.0,50.3183035081224,49.6816964918776,,,
Canada,2021,52886.6616372703,38239864.0,50.3163541448007,49.6836458551993,,,
Canada,2022,56256.8007264015,38935934.0,50.330422041943,49.669577958057,,,
Canada,2023,54220.3285039875,40083484.0,50.3409161694882,49.6590838305118,,,
Canada,2024,54340.3477224733,41288599.0,50.3428451657335,49.6571548342665,,,
Cape Verde,2000,,,,,81.4194793701172,26.6157542723412,146.42
Cape Verde,2001,,,,,82.0998916625976,29.6897406905567,165.33
Cape Verde,2002,,,,,81.27494,30.80628,182.15
Cape Verde,2003,,,,,83.4556884765625,36.0598492742057,199.65
Cape Verde,2004,,,,,84.1367034912109,39.386054064519,219.81
Cape Verde,2005,,,,,85.0,44.0,237.06
Cape Verde,2006,,,,,85.5190658569336,46.4053106546653,251.94
Cape Verde,2007,,,,,86.2260437011719,50.1327358942003,269.53
Cape Verde,2008,,,,,86.946533203125,54.0251331005145,286.8
Cape Verde,2009,,,,,87.6795272827149,58.0941264388061,309.49
Cape Verde,2010,,,,,90.6207038539958,65.8,346.7
Cape Verde,2011,,,,,89.1758575439453,66.7800919173318,365.48
Cape Verde,2012,,,,,89.9356307983398,71.4132067855962,375.08
Cape Verde,2013,,,,,90.7007598876953,76.2380745350272,404.23
Cape Verde,2014,,,,,91.4694595336914,81.2511997852414,408.81
Cape Verde,2015,,,,,92.2399444580078,86.4499433259939,421.11
Cape Verde,2016,,,,,93.0107269287109,91.8302923938069,
Caribbean small states,2000,6477.26482123395,3956229.0,50.2675279753524,49.7324720246476,,,
Caribbean small states,2001,6647.62547849072,3987087.0,50.2531288825577,49.7468711174424,,,
Caribbean small states,2002,6903.07418576198,4018796.0,50.2448008580977,49.7551991419023,,,
Caribbean small states,2003,7551.08983381761,4050990.0,50.2450269347549,49.7549730652451,,,
Caribbean small states,2004,8233.61082543875,4080569.0,50.2620468462715,49.7379531537285,,,
Caribbean small states,2005,9439.33720644986,4049468.0,50.2849698806183,49.7150301193817,,,
Caribbean small states,2006,10883.0475520742,4072929.0,50.3113769256353,49.6886230743647,,,
Caribbean small states,2007,12134.9066978741,4098855.0,50.3378033466743,49.6621966533257,,,
Caribbean small states,2008,13890.1303094208,4124966.0,50.3619579896788,49.6380420103212,,,
Caribbean small states,2009,11554.0589194758,4146899.0,50.3859080597174,49.6140919402826,,,
Caribbean small states,2010,12711.087492863,4173335.0,50.4076696335739,49.5923303664261,,,
Caribbean small states,2011,13526.9467561999,4201107.0,50.4267918356491,49.5732081643509,,,
Caribbean small states,2012,14290.6349320102,4228445.0,50.4593394206488,49.5406605793512,,,
Caribbean small states,2013,14577.1689272446,4257682.0,50.5074257981557,49.4925742018443,,,
Caribbean small states,2014,14947.9426963116,4286546.0,50.5549969655119,49.4450030344881,,,
Caribbean small states,2015,14497.5393236017,4314191.0,50.6013726645234,49.3986273354766,,,
Caribbean small states,2016,13376.8057759012,4341333.0,50.6435228431304,49.3564771568696,,,
Caribbean small states,2017,13671.1377634132,4366140.0,50.682704156952,49.317295843048,,,
Caribbean small states,2018,13896.7409040963,4407658.0,50.6030601821304,49.3969398178696,,,
Caribbean small states,2019,13995.8548364074,4443134.0,50.5896391057236,49.4103608942764,,,
Caribbean small states,2020,11957.223222537,4459302.0,50.694748452486,49.305251547514,,,
Caribbean small states,2021,13995.2694921728,4479167.0,50.7264918282382,49.2735081717617,,,
Caribbean small states,2022,17456.3084845676,4497310.0,50.7381560523244,49.2618439476756,,,
Caribbean small states,2023,17596.5404249612,4519904.0,50.7512297045299,49.2487702954701,,,
Caribbean small states,2024,19903.8112311908,4539060.0,50.7763052882076,49.2236947117924,,,
Caucasian and Central Asia,2000,,,,,,,
Caucasian and Central Asia,2001,,,,,,,
Caucasian and Central Asia,2002,,,,,,,
Caucasian and Central Asia,2003,,,,,,,
Caucasian and Central Asia,2004,,,,,,,
Caucasian and Central Asia,2005,,,,,,,
Caucasian and Central Asia,2006,,,,,,,
Caucasian and Central Asia,2007,,,,,,,
Caucasian and Central Asia,2008,,,,,,,
Caucasian and Central Asia,2009,,,,,,,
Caucasian and Central Asia,2010,,,,,,,
Caucasian and Central Asia,2011,,,,,,,
Caucasian and Central Asia,2012,,,,,,,
Caucasian and Central Asia,2013,,,,,,,
Caucasian and Central Asia,2014,,,,,,,
Caucasian and Central Asia,2015,,,,,,,
Caucasian and Central Asia,2016,,,,,,,
Caucasus and Central Asia,2000,,,,,,,
Caucasus and Central Asia,2001,,,,,,,
Caucasus and Central Asia,2002,,,,,,,
Caucasus and Central Asia,2003,,,,,,,
Caucasus and Central Asia,2004,,,,,,,
Caucasus and Central Asia,2005,,,,,,,
Caucasus and Central Asia,2006,,,,,,,
Caucasus and Central Asia,2007,,,,,,,
Caucasus and Central Asia,2008,,,,,,,
Caucasus and Central Asia,2009,,,,,,,
Caucasus and Central Asia,2010,,,,,,,
Caucasus and Central Asia,2011,,,,,,,
Caucasus and Central Asia,2012,,,,,,,
Caucasus and Central Asia,2013,,,,,,,
Caucasus and Central Asia,2014,,,,,,,
Caucasus and Central Asia,2015,,,,,,,
Caucasus and Central Asia,2016,,,,,,,
Cayman Islands,2000,,39674.0,51.0082169682916,48.9917830317084,100.0,,441.0
Cayman Islands,2001,,41089.0,50.9576772372168,49.0423227627832,100.0,,465.0
Cayman Islands,2002,,42514.0,50.9126405419391,49.0873594580609,100.0,,482.0
Cayman Islands,2003,,43934.0,50.8694860472527,49.1305139527473,100.0,,506.0
Cayman Islands,2004,,45352.0,50.8489151525842,49.1510848474158,100.0,,451.0
Cayman Islands,2005,,46788.0,50.8378216636745,49.1621783363256,100.0,,482.0
Cayman Islands,2006,87085.0945866141,48232.0,50.8168850555648,49.1831149444352,100.0,,555.0
Cayman Islands,2007,89888.2611264853,49687.0,50.7929479954919,49.2070520045081,100.0,,604.0
Cayman Islands,2008,89655.1185574521,51151.0,50.7634259349768,49.2365740650232,100.0,,615.0
Cayman Islands,2009,81373.5721242232,52618.0,50.7221863240716,49.2778136759284,100.0,,626.0
Cayman Islands,2010,76837.6710064442,54099.0,50.6839439535658,49.3160560464342,100.0,,624.0
Cayman Islands,2011,75280.9617699986,55606.0,50.6051396406927,49.3948603593073,100.0,,626.0
Cayman Islands,2012,75101.5906883232,57136.0,50.4821913013039,49.5178086986961,100.0,,607.0
Cayman Islands,2013,75113.7342282813,58655.0,50.3674026084733,49.6325973915267,100.0,,615.05
Cayman Islands,2014,75845.3055572577,60160.0,50.2576462765958,49.7423537234043,100.0,,620.74
Cayman Islands,2015,76379.2098777987,61642.0,50.1533020780948,49.8466979219052,100.0,,639.86
Cayman Islands,2016,77802.2535658023,63100.0,50.0602218700475,49.9397781299525,100.0,,
Cayman Islands,2017,80053.9442657031,64535.0,49.9752076360481,50.0247923639519,,,
Cayman Islands,2018,83865.5540393356,65941.0,49.8930862437634,50.1069137562366,,,
Cayman Islands,2019,88254.2902486867,67327.0,49.8180521930281,50.1819478069719,,,
Cayman Islands,2020,82338.7977439023,68684.0,49.750309383417,50.249690616583,,,
Cayman Islands,2021,86449.6749037302,70108.0,49.7311252799293,50.2688747200707,,,
Cayman Islands,2022,93030.7051447803,71591.0,49.7576511013954,50.2423488986046,,,
Cayman Islands,2023,99143.5180243123,73038.0,49.7850434020647,50.2149565979353,,,
Cayman Islands,2024,,74457.0,49.802573262779,50.197426737221,,,
Central African Republic,2000,239.154133726071,3833416.0,49.7421881684638,50.2578118315361,15.6,0.7,107.0
Central African Republic,2001,237.951702544735,3919487.0,49.7604150747279,50.2395849252721,15.4401683807373,0.318142129719021,108.0
Central African Republic,2002,248.639290978403,4006077.0,49.7776503047745,50.2223496952255,16.637035369873,0.317350923499428,108.0
Central African Republic,2003,278.403992150941,4103086.0,49.7866362570426,50.2133637429574,17.8341045379639,0.303151956601274,110.0
Central African Republic,2004,303.461321152782,4192826.0,49.7916202580312,50.2083797419688,19.0341930389404,0.283550454371844,150.0
Central African Republic,2005,311.950023138687,4288810.0,49.7952578920493,50.2047421079507,20.2401180267334,0.260763698132682,160.0
Central African Republic,2006,333.942519903031,4377579.0,49.7991012840659,50.2008987159341,20.263671875,1.11446178051659,167.0
Central African Republic,2007,380.887048839475,4462770.0,49.8029474967341,50.1970525032659,22.680736541748,0.234177724030575,161.0
Central African Republic,2008,437.24827472489,4558984.0,49.8055158354396,50.1944841645604,23.9202976226807,0.242466063820815,161.0
Central African Republic,2009,456.471673898404,4529047.0,50.3089281254975,49.6910718745025,25.1723575592041,0.263750268892375,160.0
Central African Republic,2010,476.873786950728,4492995.0,50.8373922433939,49.1626077566061,24.9,1.7,160.0
Central African Republic,2011,534.057281471636,4565021.0,50.8417922191832,49.1582077808168,27.7068290710449,0.325795749913016,174.0
Central African Republic,2012,544.395849142785,4610848.0,50.83359937261,49.16640062739,28.9856719970703,0.356717797116942,177.0
Central African Republic,2013,364.36696260838,4642419.0,50.8411886130916,49.1588113869084,30.269868850708,0.380914289717339,181.0
Central African Republic,2014,409.8504859647,4623182.0,50.9324530161261,49.0675469838739,31.557638168335,0.393805814761574,183.0
Central African Republic,2015,366.322853938121,4629320.0,51.008646840433,48.991353159567,32.8471946716309,0.389227243808159,171.0
Central African Republic,2016,387.176203444318,4713663.0,51.0074224652887,48.9925775347113,34.1370468139648,0.363603775194712,
Central African Republic,2017,432.324025684263,4793511.0,51.0478644984856,48.9521355015144,,,
Central African Republic,2018,455.243962859534,4878657.0,51.0842840560425,48.9157159439575,,,
Central African Republic,2019,449.228467602439,4944703.0,51.2245222363159,48.7754777636841,,,
Central African Republic,2020,462.879071294011,5026628.0,51.3624140552247,48.6375859447753,,,
Central African Republic,2021,492.263142830507,5112100.0,51.4241404854873,48.5758595145127,,,
Central African Republic,2022,467.359825026238,5098039.0,51.8194545000538,48.1805454999462,,,
Central African Republic,2023,495.978897288721,5152421.0,52.1074073721848,47.8925926278152,,,
Central African Republic,2024,516.160999996036,5330690.0,52.0144206499385,47.9855793500615,,,
Central Europe and the Baltics,2000,3959.62494896645,108447824.0,51.7984580734537,48.2015419265463,,,
Central Europe and the Baltics,2001,4360.9626352209,107660041.0,51.8212837208314,48.1787162791686,,,
Central Europe and the Baltics,2002,4941.34251407648,106959751.0,51.8350771803956,48.1649228196044,,,
Central Europe and the Baltics,2003,5948.84961048536,106624167.0,51.8368787745684,48.1631212254316,,,
Central Europe and the Baltics,2004,7180.27037029658,106331716.0,51.8355735918726,48.1644264081274,,,
Central Europe and the Baltics,2005,8352.50713208298,106041911.0,51.8330151415111,48.1669848584889,,,
Central Europe and the Baltics,2006,9466.68526162196,105772481.0,51.8318227837621,48.1681772162379,,,
Central Europe and the Baltics,2007,11997.2743828359,105378748.0,51.8304113864024,48.1695886135976,,,
Central Europe and the Baltics,2008,14573.6892707791,105001883.0,51.8262555132858,48.1737444867142,,,
Central Europe and the Baltics,2009,12302.0391574104,104800475.0,51.8600151935797,48.1399848064203,,,
Central Europe and the Baltics,2010,12635.7541209869,104421447.0,51.8351951000229,48.1648048999771,,,
Central Europe and the Baltics,2011,13997.3000771488,104174038.0,51.7466450673715,48.2533549326285,,,
Central Europe and the Baltics,2012,13104.066588243,103929494.0,51.7092793001144,48.2907206998856,,,
Central Europe and the Baltics,2013,13712.6744030811,103570062.0,51.6921683856479,48.3078316143521,,,
Central Europe and the Baltics,2014,14208.4090786575,103280478.0,51.6752243163588,48.3247756836412,,,
Central Europe and the Baltics,2015,12596.8862547468,102973167.0,51.6572132522784,48.3427867477216,,,
Central Europe and the Baltics,2016,12874.699956166,102647939.0,51.6399865571082,48.3600134428919,,,
Central Europe and the Baltics,2017,14339.8243059389,102337501.0,51.6203109238008,48.3796890761992,,,
Central Europe and the Baltics,2018,16227.2484719489,102074201.0,51.5931133055368,48.4068866944632,,,
Central Europe and the Baltics,2019,16534.9264870407,101864274.0,51.5609527397616,48.4390472602384,,,
Central Europe and the Baltics,2020,16581.3526115028,101215763.0,51.5421929667716,48.4578070332284,,,
Central Europe and the Baltics,2021,19223.9274030651,100205732.0,51.5479041319076,48.4520958680923,,,
Central Europe and the Baltics,2022,19530.1553232172,100071871.0,51.5501407477445,48.4498592522555,,,
Central Europe and the Baltics,2023,22690.3736174216,100183707.0,51.544824635875,48.455175364125,,,
Central Europe and the Baltics,2024,24604.8068595604,100061963.0,51.542008264993,48.457991735007,,,
Chad,2000,163.121663683369,8512093.0,50.4112208360505,49.5887791639494,11.5699090957642,0.50917267792802,95.0
Chad,2001,194.32295331156,8804124.0,50.3667031495694,49.6332968504305,12.7655582427979,0.581940967341458,100.0
Chad,2002,219.061391951349,9116192.0,50.3210605567478,49.6789394432523,13.9585933685303,0.638889359465495,107.0
Chad,2003,289.087621122168,9487833.0,50.274857311976,49.725142688024,15.1518325805664,0.686639868631541,115.0
Chad,2004,445.850767157087,9920036.0,50.2292330390736,49.7707669609264,16.4,0.3,122.0
Chad,2005,838.092107712557,10328092.0,50.1860459802256,49.8139540197744,17.5501842498779,0.782833688446078,129.0
Chad,2006,906.897260572747,10706424.0,50.1467343344519,49.8532656655481,18.760929107666,0.845211502627837,130.0
Chad,2007,980.483531485103,11081660.0,50.1108588424478,49.8891411575522,19.9831428527832,0.926159777768895,129.0
Chad,2008,1166.36883453841,11476296.0,50.074706166058,49.9252938339421,21.2188739776611,1.03141927111932,150.0
Chad,2009,1035.63719694254,11893754.0,50.0384781826224,49.9615218173776,22.4671020507813,1.15914829411466,183.0
Chad,2010,1141.80069268412,12312575.0,50.0040162191905,49.9959837808095,18.3,3.1,200.0
Chad,2011,1308.1421872538,12754997.0,49.9721795308929,50.0278204691071,24.9939136505127,1.45418172981666,218.0
Chad,2012,1354.34344701937,13210998.0,49.9424418957599,50.0575581042401,26.2689247131348,1.61342743078011,205.0
Chad,2013,1304.88742971475,13691079.0,49.9150468772369,50.0849531227631,27.5492916107178,1.77476976696759,225.0
Chad,2014,1278.78981422494,14188678.0,49.8920583093042,50.1079416906958,28.83323097229,1.93445728423813,225.0
Chad,2015,993.990730610869,14647621.0,49.8731363953232,50.1268636046768,32.4,0.7,228.0
Chad,2016,861.831767630746,15114655.0,49.856460501414,50.143539498586,31.4049758911133,2.23271715979023,
Chad,2017,854.46120040098,15622759.0,49.843340731301,50.156659268699,,,
Chad,2018,948.656629871231,16156531.0,49.8341320918457,50.1658679081543,,,
Chad,2019,893.336441643325,16685223.0,49.8279585475124,50.1720414524876,,,
Chad,2020,866.947814890409,17224679.0,49.8264728184485,50.1735271815515,,,
Chad,2021,946.358500208374,17828273.0,49.8285756658216,50.1714243341784,,,
Chad,2022,966.036468278568,18455316.0,49.8315959386226,50.1684040613774,,,
Chad,2023,949.333453674592,19319064.0,49.8361359535845,50.1638640464155,,,
Chad,2024,961.55975562506,20299123.0,49.8433602279271,50.1566397720729,,,
Channel Islands,2000,43479.1940767689,148110.0,51.629543106766,48.370456893234,100.0,100.0,
Channel Islands,2001,41873.7406146127,148850.0,51.5747396708095,48.4252603291905,100.0,100.0,
Channel Islands,2002,44459.7318188977,149881.0,51.4838339493735,48.5161660506265,100.0,100.0,
Channel Islands,2003,48570.7796632166,150960.0,51.3818046925716,48.6181953074284,100.0,100.0,
Channel Islands,2004,56259.5344226334,152039.0,51.2779699811889,48.7220300188111,100.0,100.0,
Channel Islands,2005,57647.1188908006,153126.0,51.1745306122449,48.8254693877551,100.0,100.0,
Channel Islands,2006,62745.1006593557,154214.0,51.0780403981455,48.9219596018546,100.0,100.0,
Channel Islands,2007,74139.97799443,155309.0,50.9880303137616,49.0119696862384,100.0,100.0,
