response_id,item_index,raw_answer,numeric_score
305,6,7,0.3644
306,1,1,0.4387
306,2,4,0.9098
306,3,4,0.1074
306,4,2,0.2046
306,5,6,0.2496
306,6,7,0.7065
306,7,7,0.8914
306,8,2,0.3709
307,1,2,0.8148
307,2,2,0.7962
307,3,4,0.6565
307,4,1,0.494
307,5,6,0.702
307,6,2,0.4679
307,7,4,0.5697
307,8,5,0.3416
307,9,4,0.9074
307,10,2,0.537
308,1,3,0.0703
308,2,6,0.4986
308,3,5,0.9514
308,4,1,0.3631
308,5,3,0.1543
308,6,2,0.6036
308,7,6,0.3423
308,8,3,0.5836
308,9,5,0.2224
308,10,3,0.3482
308,11,4,0.9612
308,12,7,0.7491
308,13,4,0.156
308,14,7,0.3334
308,15,1,0.3584
308,16,7,0.3474
309,1,1,0.9488
309,2,5,0.0892
309,3,3,0.2003
309,4,2,0.1453
309,5,5,0.0114
309,6,3,0.5332
309,7,2,0.0447
309,8,4,0.4721
309,9,6,0.0659
310,1,2,0.9849
310,2,1,0.921
310,3,4,0.8145
310,4,5,0.8862
310,5,5,0.7098
310,6,7,0.4098
310,7,3,0.0934
310,8,3,0.3337
310,9,6,0.6589
310,10,6,0.2657
310,11,3,0.3791
310,12,5,0.7648
310,13,6,0.6601
310,14,7,0.7484
310,15,4,0.075
310,16,4,0.6691
310,17,5,0.7826
311,1,2,0.4368
311,2,7,0.8198
311,3,2,0.1743
311,4,2,0.2597
311,5,7,0.3055
311,6,1,0.6239
311,7,6,0.8501
311,8,1,0.3021
311,9,1,0.6883
311,10,2,0.1836
311,11,1,0.8734
311,12,7,0.6505
311,13,7,0.9076
311,14,7,0.1259
312,1,4,0.2695
312,2,4,0.8975
312,3,4,0.5355
312,4,7,0.5272
312,5,5,0.3081
312,6,7,0.9822
312,7,6,0.8893
312,8,5,0.9728
312,9,7,0.5578
312,10,3,0.0968
312,11,4,0.5278
312,12,6,0.3549
312,13,3,0.6699
313,1,7,0.0867
313,2,3,0.9959
313,3,3,0.9886
313,4,1,0.9336
313,5,1,0.135
314,1,6,0.1657
314,2,2,0.8024
314,3,6,0.4459
314,4,6,0.4833
314,5,2,0.1514
314,6,4,0.1402
314,7,1,0.0221
314,8,3,0.6529
314,9,2,0.6789
314,10,1,0.5605
314,11,2,0.0232
314,12,2,0.2052
314,13,5,0.3576
314,14,3,0.8334
314,15,1,0.0276
314,16,5,0.5345
314,17,4,0.0848
314,18,4,0.8842
314,19,2,0.1216
315,1,2,0.2733
315,2,1,0.6875
315,3,7,0.412
315,4,5,0.6841
315,5,7,0.051
315,6,5,0.4486
315,7,4,0.1752
315,8,5,0.9936
315,9,3,0.4349
316,1,3,0.9696
316,2,5,0.3149
316,3,5,0.3975
316,4,6,0.7701
316,5,1,0.9761
316,6,2,0.9114
316,7,3,0.572
316,8,5,0.4293
316,9,6,0.2661
316,10,2,0.8594
316,11,6,0.4027
316,12,4,0.7497
316,13,5,0.5009
316,14,2,0.5936
316,15,3,0.003
316,16,5,0.9687
316,17,6,0.068
317,1,7,0.7152
317,2,7,0.6371
317,3,2,0.4285
317,4,7,0.771
317,5,2,0.4167
318,1,5,0.8708
318,2,7,0.4576
318,3,5,0.6108
318,4,2,0.4402
318,5,1,0.4796
318,6,7,0.6611
318,7,5,0.7782
318,8,1,0.9552
318,9,6,0.3683
319,1,3,0.0263
319,2,6,0.9013
319,3,5,0.2606
319,4,3,0.1022
319,5,5,0.0311
319,6,2,0.0327
319,7,5,0.6376
319,8,2,0.841
319,9,7,0.7303
320,1,4,0.2381
320,2,3,0.1569
320,3,4,0.3198
320,4,7,0.9482
320,5,7,0.2454
320,6,3,0.1258
320,7,6,0.9341
320,8,5,0.8595
320,9,7,0.1235
320,10,6,0.0788
320,11,1,0.9019
320,12,2,0.3591
320,13,7,0.498
320,14,1,0.3609
320,15,5,0.8777
320,16,7,0.9115
320,17,3,0.5311
320,18,6,0.3503
320,19,2,0.4882
320,20,6,0.1392
322,1,7,0.7114
322,2,3,0.88
322,3,5,0.4771
322,4,4,0.3722
322,5,2,0.8083
322,6,2,0.5282
322,7,4,0.7096
322,8,2,0.9784
322,9,4,0.8293
322,10,2,0.7024
322,11,1,0.8774
323,1,4,0.3345
323,2,4,0.4302
323,3,6,0.0313
323,4,6,0.5329
323,5,6,0.0329
323,6,2,0.797
323,7,5,0.2353
324,1,6,0.7092
324,2,7,0.03
324,3,6,0.1943
324,4,4,0.2638
324,5,5,0.2719
324,6,4,0.4363
324,7,7,0.9163
325,1,7,0.1796
325,2,3,0.3928
325,3,7,0.3277
325,4,1,0.638
325,5,2,0.6728
325,6,6,0.3463
325,7,6,0.9867
325,8,2,0.1064
325,9,4,0.848
325,10,4,0.2514
325,11,2,0.5653
325,12,3,0.3122
326,1,3,0.126
326,2,4,0.2152
326,3,3,0.3372
326,4,3,0.2167
326,5,2,0.2291
326,6,7,0.7423
326,7,4,0.0238
326,8,5,0.3961
326,9,3,0.687
326,10,1,0.2515
326,11,7,0.4243
326,12,7,0.4396
326,13,4,0.608
326,14,2,0.6017
326,15,3,0.6448
326,16,1,0.1194
326,17,2,0.1468
326,18,5,0.3812
326,19,1,0.9559
327,1,7,0.6096
327,2,1,0.7658
327,3,2,0.921
327,4,3,0.9882
327,5,4,0.9355
327,6,7,0.241
327,7,2,0.6485
327,8,5,0.0542
327,9,7,0.3687
327,10,5,0.5111
327,11,6,0.5053
327,12,1,0.0608
327,13,1,0.3521
327,14,7,0.6569
327,15,7,0.6169
327,16,6,0.8792
327,17,6,0.9177
327,18,2,0.3554
327,19,1,0.0948
328,1,2,0.5072
328,2,2,0.3498
328,3,2,0.8451
328,4,4,0.9133
328,5,6,0.746
328,6,2,0.654
328,7,4,0.9458
328,8,2,0.2099
328,9,1,0.6222
330,1,6,0.2473
330,2,7,0.7631
330,3,4,0.8456
330,4,5,0.3892
330,5,1,0.8394
330,6,6,0.7149
330,7,1,0.3518
330,8,3,0.3109
330,9,2,0.1844
330,10,6,0.5364
331,1,7,0.8423
331,2,5,0.8168
331,3,4,0.9577
331,4,4,0.8189
331,5,6,0.3461
331,6,4,0.9229
331,7,5,0.5821
332,1,5,0.6842
332,2,5,0.7197
332,3,5,0.776
332,4,6,0.7959
332,5,5,0.2081
332,6,6,0.1594
332,7,1,0.9101
332,8,3,0.9257
332,9,4,0.6677
332,10,7,0.4636
332,11,6,0.2718
332,12,1,0.4907
332,13,4,0.9735
332,14,1,0.2742
332,15,3,0.9204
333,1,3,0.8619
333,2,4,0.3934
333,3,6,0.3054
333,4,2,0.3356
333,5,3,0.7319
333,6,6,0.3724
333,7,2,0.1016
333,8,2,0.7342
333,9,7,0.1103
333,10,6,0.9518
333,11,6,0.1057
333,12,4,0.9171
334,1,3,0.6947
334,2,1,0.1982
334,3,2,0.1698
334,4,2,0.4146
334,5,7,0.593
335,1,5,0.8689
335,2,5,0.6703
335,3,6,0.6662
335,4,6,0.0535
335,5,1,0.6483
335,6,7,0.4073
335,7,2,0.5515
335,8,7,0.7886
335,9,4,0.1675
335,10,6,0.8288
335,11,4,0.7311
335,12,5,0.754
335,13,4,0.4091
336,1,4,0.6229
336,2,4,0.2561
336,3,4,0.8234
336,4,2,0.1088
336,5,6,0.968
337,1,5,0.5764
337,2,5,0.2526
337,3,4,0.4786
337,4,6,0.6644
337,5,6,0.5443
337,6,4,0.8641
337,7,4,0.5124
337,8,5,0.1518
337,9,2,0.7477
337,10,3,0.5975
337,11,6,0.3468
340,1,2,0.5199
340,2,4,0.7411
340,3,7,0.774
340,4,1,0.5568
340,5,1,0.5886
340,6,4,0.5035
340,7,5,0.6303
340,8,2,0.8868
340,9,4,0.1956
340,10,2,0.7942
341,1,3,0.3922
341,2,7,0.4503
341,3,2,0.9813
341,4,5,0.0798
341,5,4,0.4089
341,6,3,0.2104
341,7,6,0.4839
341,8,7,0.7411
341,9,7,0.6053
341,10,1,0.5912
341,11,4,0.9199
341,12,5,0.474
342,1,2,0.5653
342,2,1,0.7971
342,3,3,0.4389
342,4,5,0.2944
342,5,2,0.2883
342,6,4,0.6029
342,7,4,0.4495
342,8,2,0.5803
342,9,2,0.4416
342,10,3,0.4975
343,1,1,0.8667
343,2,3,0.4157
343,3,3,0.9059
343,4,7,0.7334
343,5,4,0.1368
343,6,3,0.2537
343,7,5,0.0135
343,8,1,0.7452
343,9,1,0.0864
343,10,3,0.8938
343,11,6,0.6305
343,12,1,0.9372
343,13,7,0.2913
343,14,5,0.1489
343,15,6,0.8008
343,16,3,0.2959
343,17,1,0.2217
343,18,3,0.2762
343,19,2,0.97
344,1,6,0.8659
344,2,7,0.576
344,3,1,0.2693
344,4,4,0.2588
344,5,7,0.6353
344,6,2,0.5212
344,7,3,0.3794
344,8,5,0.5863
344,9,7,0.9658
344,10,4,0.1851
344,11,6,0.0138
344,12,4,0.5405
344,13,7,0.5926
344,14,6,0.5033
345,1,7,0.5471
345,2,4,0.7456
345,3,6,0.1129
345,4,3,0.8537
345,5,7,0.1549
345,6,5,0.5983
345,7,3,0.6258
345,8,5,0.9808
345,9,3,0.111
345,10,3,0.0198
345,11,2,0.4346
345,12,2,0.4678
345,13,3,0.991
346,1,3,0.8127
346,2,2,0.0305
346,3,6,0.3405
346,4,6,0.063
346,5,2,0.4079
346,6,6,0.6484
346,7,2,0.0349
346,8,2,0.1012
346,9,2,0.0443
346,10,2,0.2117
346,11,1,0.6774
346,12,5,0.3135
346,13,7,0.4768
346,14,6,0.0421
346,15,7,0.8164
346,16,3,0.5115
346,17,4,0.3332
346,18,3,0.3477
346,19,3,0.6658
347,1,6,0.7025
347,2,4,0.8129
347,3,1,0.3748
347,4,6,0.4081
347,5,3,0.4338
347,6,2,0.7098
347,7,2,0.7844
347,8,4,0.7512
347,9,1,0.667
348,1,5,0.2945
348,2,3,0.4849
348,3,2,0.4371
348,4,2,0.7546
348,5,7,0.3583
348,6,4,0.4373
348,7,1,0.6927
348,8,5,0.8411
348,9,5,0.924
348,10,6,0.7225
348,11,3,0.7782
348,12,6,0.1055
348,13,6,0.6219
348,14,2,0.6142
348,15,5,0.0859
350,1,6,0.4522
350,2,2,0.4534
350,3,5,0.443
350,4,1,0.5105
350,5,3,0.6392
350,6,5,0.934
350,7,7,0.2676
350,8,3,0.5039
350,9,4,0.5145
350,10,4,0.9777
350,11,2,0.2419
350,12,2,0.2814
350,13,6,0.8815
351,1,5,0.7089
351,2,7,0.675
351,3,2,0.8285
351,4,3,0.9512
351,5,3,0.7761
351,6,7,0.5748
351,7,2,0.7783
351,8,3,0.415
351,9,4,0.8422
351,10,6,0.6895
351,11,7,0.4502
351,12,7,0.8987
352,1,1,0.261
352,2,5,0.2019
352,3,4,0.8237
352,4,3,0.3709
352,5,2,0.8244
352,6,1,0.1633
352,7,4,0.7878
352,8,4,0.6297
352,9,4,0.4377
352,10,4,0.5451
352,11,7,0.9376
352,12,7,0.4195
352,13,2,0.3056
352,14,7,0.5434
352,15,7,0.7207
352,16,1,0.218
352,17,1,0.8543
352,18,6,0.7276
352,19,7,0.225
352,20,1,0.7455
353,1,1,0.8112
353,2,4,0.1776
353,3,6,0.6334
353,4,7,0.5978
353,5,2,0.849
355,1,6,0.8872
355,2,7,0.5342
355,3,2,0.8906
355,4,1,0.0119
355,5,4,0.4494
355,6,6,0.6341
355,7,4,0.5741
355,8,1,0.3662
355,9,2,0.1822
355,10,7,0.5362
355,11,4,0.7432
355,12,3,0.3105
355,13,3,0.7361
355,14,2,0.6322
355,15,4,0.8972
355,16,4,0.2175
355,17,4,0.0908
355,18,3,0.1504
357,1,1,0.9201
357,2,7,0.8732
357,3,5,0.2142
357,4,1,0.9076
357,5,1,0.8898
357,6,2,0.8998
357,7,2,0.8959
358,1,7,0.3538
358,2,1,0.9949
358,3,5,0.8461
358,4,5,0.1982
358,5,4,0.7529
358,6,3,0.4873
358,7,4,0.8424
358,8,5,0.3689
358,9,7,0.28
358,10,7,0.6181
358,11,4,0.281
359,1,6,0.4297
359,2,2,0.6084
359,3,3,0.0635
359,4,5,0.4434
359,5,4,0.0858
361,1,1,0.805
361,2,2,0.3662
361,3,3,0.0285
361,4,6,0.1137
361,5,3,0.9175
361,6,4,0.3798
361,7,1,0.4602
361,8,3,0.8289
361,9,4,0.195
361,10,4,0.1372
361,11,3,0.2195
361,12,1,0.1607
361,13,7,0.6128
361,14,2,0.0618
361,15,1,0.7763
361,16,4,0.3241
361,17,4,0.9271
361,18,7,0.2371
361,19,4,0.6838
361,20,5,0.4316
362,1,1,0.2942
362,2,3,0.1057
362,3,2,0.4505
362,4,4,0.9519
362,5,6,0.3136
362,6,7,0.7699
362,7,4,0.136
362,8,3,0.289
362,9,1,0.6898
362,10,7,0.2786
364,1,4,0.3552
364,2,2,0.8856
364,3,6,0.5679
364,4,5,0.1547
364,5,3,0.7283
364,6,1,0.9424
364,7,2,0.98
364,8,2,0.969
364,9,5,0.2501
364,10,4,0.5236
364,11,4,0.2496
364,12,6,0.3608
364,13,2,0.4499
364,14,7,0.0187
364,15,7,0.3706
365,1,5,0.3206
365,2,5,0.2
365,3,6,0.9621
365,4,3,0.502
365,5,7,0.2363
365,6,2,0.0743
366,1,1,0.0022
366,2,3,0.7751
366,3,5,0.3727
366,4,5,0.8061
366,5,7,0.1611
366,6,7,0.8965
366,7,6,0.1247
366,8,5,0.9416
366,9,4,0.2595
366,10,2,0.5416
366,11,6,0.5186
366,12,1,0.2753
366,13,5,0.555
366,14,4,0.1429
366,15,1,0.5693
366,16,1,0.7007
366,17,3,0.0207
367,1,3,0.7578
367,2,6,0.6357
367,3,4,0.3879
367,4,7,0.7509
367,5,3,0.2815
367,6,6,0.0135
367,7,4,0.9491
367,8,5,0.8043
367,9,3,0.2673
367,10,3,0.4004
367,11,2,0.3093
367,12,3,0.8823
367,13,5,0.8379
367,14,2,0.4157
367,15,7,0.5332
368,1,2,0.2105
368,2,5,0.2781
368,3,2,0.5104
368,4,3,0.7451
368,5,1,0.8463
368,6,2,0.7828
368,7,7,0.5738
368,8,4,0.2042
368,9,1,0.0454
368,10,2,0.5554
368,11,4,0.3263
368,12,6,0.1136
368,13,5,0.3982
370,1,3,0.8791
370,2,4,0.1534
370,3,5,0.5936
370,4,5,0.8749
370,5,3,0.0625
370,6,1,0.7127
370,7,6,0.5063
370,8,7,0.0666
371,1,4,0.7571
371,2,6,0.4592
371,3,5,0.8318
371,4,2,0.1526
371,5,5,0.5628
372,1,3,0.1042
372,2,2,0.0629
372,3,5,0.0664
372,4,2,0.3362
372,5,5,0.0311
372,6,3,0.5577
372,7,2,0.436
373,1,2,0.5311
373,2,4,0.5639
373,3,1,0.0761
373,4,1,0.9988
373,5,4,0.1311
373,6,6,0.3104
373,7,6,0.2356
373,8,7,0.9881
373,9,6,0.1762
373,10,6,0.313
373,11,1,0.3765
373,12,7,0.4194
373,13,3,0.3318
373,14,3,0.103
373,15,1,0.875
373,16,3,0.0163
373,17,5,0.3818
373,18,3,0.4914
374,1,6,0.5295
374,2,7,0.6025
374,3,4,0.6615
374,4,2,0.422
374,5,6,0.8637
374,6,6,0.0168
374,7,5,0.7696
374,8,4,0.1421
374,9,1,0.9983
374,10,6,0.2179
374,11,6,0.7215
374,12,5,0.6504
374,13,3,0.4861
374,14,6,0.0128
374,15,1,0.9327
374,16,3,0.438
374,17,5,0.7653
374,18,5,0.8471
376,1,4,0.8456
376,2,6,0.98
376,3,2,0.3943
376,4,1,0.7187
376,5,6,0.5203
376,6,2,0.6564
376,7,6,0.2753
376,8,2,0.8896
376,9,5,0.5151
376,10,3,0.5015
376,11,5,0.2931
376,12,5,0.3261
376,13,2,0.0919
376,14,7,0.8116
376,15,5,0.4291
376,16,3,0.1934
376,17,1,0.4115
376,18,3,0.149
376,19,6,0.5972
376,20,1,0.1205
377,1,7,0.345
377,2,2,0.3578
377,3,7,0.1295
377,4,4,0.7097
377,5,7,0.0328
377,6,3,0.0287
377,7,3,0.2342
377,8,2,0.9762
377,9,4,0.5465
377,10,7,0.6327
377,11,4,0.6154
377,12,5,0.6989
377,13,6,0.4116
378,1,7,0.6493
378,2,1,0.0865
378,3,5,0.6809
378,4,2,0.8023
378,5,1,0.4018
378,6,5,0.3216
378,7,7,0.1607
378,8,7,0.7865
378,9,3,0.7748
378,10,5,0.282
378,11,2,0.1487
378,12,3,0.3486
378,13,4,0.6117
378,14,5,0.1636
378,15,4,0.5183
378,16,2,0.5809
378,17,1,0.4472
378,18,2,0.4479
378,19,2,0.7075
380,1,5,0.2487
380,2,4,0.1075
380,3,6,0.7549
380,4,3,0.0027
380,5,1,0.0435
380,6,4,0.9351
380,7,7,0.4352
380,8,5,0.7149
381,1,1,0.6978
381,2,1,0.7173
381,3,3,0.274
381,4,1,0.3103
381,5,5,0.3037
381,6,6,0.4324
381,7,7,0.0935
382,1,2,0.3865
382,2,7,0.6473
382,3,2,0.8076
382,4,4,0.3272
382,5,7,0.7636
382,6,2,0.7698
382,7,2,0.1159
382,8,5,0.0008
382,9,2,0.7675
382,10,4,0.817
382,11,1,0.092
382,12,5,0.4046
383,1,4,0.2207
383,2,3,0.0037
383,3,6,0.734
383,4,6,0.8179
383,5,4,0.7627
383,6,6,0.8061
383,7,4,0.3567
383,8,5,0.8661
383,9,1,0.7404
383,10,4,0.8792
383,11,6,0.2297
383,12,1,0.4279
383,13,3,0.197
383,14,1,0.352
383,15,7,0.147
385,1,1,0.1639
385,2,1,0.3682
385,3,4,0.9011
385,4,5,0.9698
385,5,4,0.6371
385,6,6,0.9684
385,7,3,0.718
385,8,3,0.0062
387,1,3,0.2531
387,2,5,0.6922
387,3,3,0.2618
387,4,2,0.6572
387,5,2,0.9722
387,6,1,0.0439
387,7,4,0.756
388,1,5,0.2443
388,2,5,0.6796
388,3,6,0.0904
388,4,3,0.7697
388,5,7,0.2292
388,6,6,0.8826
388,7,2,0.5382
388,8,3,0.5467
388,9,6,0.2936
389,1,5,0.6175
389,2,6,0.7162
389,3,3,0.3011
389,4,1,0.7013
389,5,4,0.9658
389,6,7,0.4849
389,7,5,0.724
389,8,2,0.6189
390,1,4,0.7907
390,2,7,0.2193
390,3,3,0.9742
390,4,2,0.4159
390,5,5,0.017
392,1,6,0.0296
392,2,3,0.7006
392,3,6,0.9221
392,4,7,0.4319
392,5,4,0.2325
392,6,7,0.0893
392,7,5,0.8925
392,8,4,0.0956
392,9,3,0.652
392,10,7,0.2619
392,11,4,0.157
392,12,2,0.9842
393,1,3,0.3288
393,2,5,0.1124
393,3,3,0.1038
393,4,3,0.6133
393,5,6,0.0227
393,6,4,0.4616
394,1,2,0.5089
394,2,7,0.5519
394,3,7,0.3926
394,4,5,0.1443
394,5,4,0.0358
394,6,1,0.2225
394,7,3,0.0828
394,8,7,0.3044
394,9,3,0.8066
395,1,3,0.0437
395,2,3,0.6301
395,3,4,0.6798
395,4,4,0.5489
395,5,6,0.3202
395,6,3,0.82
395,7,4,0.1067
395,8,5,0.267
396,1,2,0.5257
396,2,1,0.1639
396,3,7,0.6896
396,4,5,0.1893
396,5,2,0.8512
396,6,6,0.2311
397,1,2,0.3002
397,2,1,0.0552
397,3,6,0.7816
397,4,3,0.5351
397,5,6,0.4457
397,6,4,0.4079
397,7,7,0.5264
397,8,5,0.2805
397,9,3,0.0802
398,1,7,0.6928
398,2,6,0.2396
398,3,7,0.0378
398,4,3,0.6138
398,5,5,0.7732
398,6,1,0.2834
398,7,7,0.2063
398,8,6,0.5996
398,9,1,0.4726
398,10,4,0.7351
398,11,6,0.5447
398,12,3,0.7004
398,13,2,0.2876
398,14,6,0.1279
398,15,6,0.7787
399,1,6,0.4119
399,2,3,0.0478
399,3,7,0.8727
399,4,2,0.7441
399,5,2,0.6451
399,6,4,0.0077
399,7,4,0.4401
399,8,3,0.1938
399,9,4,0.5512
399,10,5,0.9678
399,11,4,0.2137
399,12,5,0.3233
399,13,5,0.8354
399,14,7,0.1834
399,15,2,0.9708
399,16,5,0.3328
399,17,2,0.2703
399,18,5,0.8334
399,19,3,0.812
400,1,4,0.2989
400,2,6,0.7635
400,3,1,0.1448
400,4,2,0.846
400,5,2,0.8265
400,6,1,0.1244
401,1,1,0.022
401,2,2,0.6391
401,3,6,0.9259
401,4,6,0.7465
401,5,6,0.7349
401,6,3,0.2063
401,7,6,0.9788
401,8,3,0.6075
401,9,5,0.9682
401,10,5,0.0127
401,11,2,0.6972
401,12,6,0.2193
401,13,5,0.2419
401,14,1,0.0535
401,15,4,0.1245
401,16,6,0.2285
401,17,1,0.9438
401,18,6,0.0185
401,19,1,0.0312
402,1,4,0.6284
402,2,6,0.5999
402,3,4,0.07
402,4,4,0.7129
402,5,7,0.6313
402,6,1,0.4257
402,7,7,0.2737
402,8,4,0.5948
402,9,7,0.0165
402,10,7,0.1904
402,11,1,0.0447
403,1,1,0.5099
403,2,3,0.9622
403,3,5,0.0073
403,4,3,0.9845
403,5,1,0.1708
403,6,7,0.7475
403,7,2,0.5989
403,8,4,0.7655
403,9,1,0.2099
403,10,4,0.9526
403,11,3,0.2275
403,12,1,0.6874
403,13,1,0.5857
404,1,1,0.5312
404,2,2,0.171
404,3,5,0.3892
404,4,4,0.798
404,5,5,0.6657
404,6,3,0.0302
404,7,6,0.7922
404,8,4,0.645
404,9,5,0.0152
404,10,6,0.419
404,11,4,0.576
405,1,7,0.5096
405,2,2,0.8758
405,3,5,0.5151
405,4,3,0.7913
405,5,5,0.8898
405,6,5,0.0022
405,7,5,0.9488
405,8,7,0.6079
405,9,7,0.2437
405,10,5,0.4195
405,11,3,0.1294
405,12,7,0.7753
405,13,1,0.507
405,14,7,0.6641
405,15,6,0.016
406,1,2,0.6628
406,2,3,0.3801
406,3,1,0.3436
406,4,4,0.6553
406,5,7,0.3776
406,6,2,0.8433
406,7,5,0.4336
406,8,1,0.2457
406,9,6,0.0237
406,10,2,0.6423
406,11,3,0.925
406,12,7,0.6789
406,13,2,0.4958
406,14,1,0.4989
406,15,2,0.6965
406,16,2,0.7556
406,17,6,0.4046
406,18,1,0.0289
407,1,3,0.947
407,2,5,0.3479
407,3,5,0.9452
407,4,6,0.0048
407,5,5,0.2914
407,6,3,0.7376
407,7,2,0.0812
408,1,7,0.7897
408,2,4,0.2175
408,3,1,0.0584
408,4,4,0.0337
408,5,4,0.8952
408,6,6,0.832
408,7,4,0.3228
409,1,6,0.1251
409,2,2,0.9393
409,3,4,0.0839
409,4,7,0.12
409,5,7,0.3376
409,6,3,0.6623
409,7,3,0.9363
409,8,5,0.6114
409,9,6,0.564
409,10,3,0.1144
409,11,1,0.8344
409,12,3,0.5231
409,13,3,0.2313
409,14,2,0.3293
409,15,2,0.7669
409,16,3,0.4834
410,1,1,0.13
410,2,1,0.8196
410,3,3,0.5965
410,4,2,0.5246
410,5,7,0.1868
410,6,4,0.1937
410,7,5,0.1829
410,8,5,0.3356
410,9,7,0.832
410,10,7,0.0691
410,11,7,0.444
410,12,6,0.876
410,13,2,0.7003
410,14,7,0.3989
410,15,3,0.8491
410,16,4,0.877
410,17,6,0.6347
410,18,4,0.4328
410,19,7,0.2404
410,20,4,0.9831
411,1,1,0.0092
411,2,4,0.081
411,3,6,0.3853
411,4,7,0.7773
411,5,4,0.9611
411,6,6,0.8926
411,7,5,0.4939
411,8,1,0.3281
411,9,4,0.1966
411,10,4,0.7247
411,11,1,0.4592
411,12,4,0.2309
411,13,5,0.8815
411,14,3,0.8385
412,1,4,0.2306
412,2,1,0.7292
412,3,4,0.0333
412,4,7,0.5458
412,5,5,0.6288
412,6,6,0.7137
412,7,3,0.8847
412,8,6,0.9725
412,9,2,0.9645
412,10,6,0.9657
412,11,4,0.2645
412,12,1,0.6051
412,13,4,0.6494
412,14,3,0.3697
412,15,6,0.1881
413,1,7,0.84
413,2,7,0.5739
413,3,2,0.062
413,4,2,0.8252
413,5,1,0.2884
413,6,7,0.6893
413,7,7,0.7007
413,8,6,0.4921
414,1,2,0.4578
414,2,4,0.5321
414,3,2,0.2925
414,4,1,0.0019
414,5,4,0.8442
414,6,1,0.0524
414,7,7,0.526
414,8,1,0.9904
414,9,2,0.6685
414,10,6,0.9407
414,11,1,0.3447
414,12,4,0.7901
414,13,7,0.2333
415,1,2,0.3413
415,2,2,0.7813
415,3,1,0.559
415,4,4,0.3194
415,5,4,0.8949
415,6,2,0.2366
415,7,2,0.6099
416,1,2,0.2846
416,2,5,0.3193
416,3,5,0.0892
416,4,2,0.8075
416,5,2,0.5316
416,6,4,0.4741
416,7,1,0.8105
416,8,1,0.8537
416,9,5,0.5813
416,10,1,0.0884
416,11,7,0.7333
416,12,2,0.7831
417,1,6,0.3555
417,2,4,0.9288
417,3,2,0.6927
417,4,7,0.1294
417,5,7,0.8877
417,6,2,0.1033
417,7,1,0.9716
417,8,4,0.8217
417,9,3,0.7766
417,10,2,0.5807
417,11,1,0.4082
418,1,6,0.6131
418,2,2,0.8951
418,3,5,0.1465
418,4,3,0.1931
418,5,7,0.3402
418,6,3,0.9611
418,7,3,0.1219
418,8,3,0.2135
418,9,7,0.7172
419,1,7,0.812
419,2,7,0.8706
419,3,6,0.2488
419,4,5,0.4722
419,5,5,0.2662
419,6,4,0.3157
419,7,7,0.3004
419,8,4,0.4725
421,1,6,0.9908
421,2,7,0.4521
421,3,3,0.5943
421,4,4,0.6125
421,5,2,0.7272
421,6,4,0.9964
421,7,7,0.3765
421,8,5,0.2105
421,9,5,0.8584
421,10,6,0.2594
421,11,1,0.0447
421,12,1,0.1783
421,13,4,0.0904
421,14,6,0.4651
422,1,2,0.2721
422,2,7,0.6955
422,3,2,0.1573
422,4,1,0.5311
422,5,4,0.8604
422,6,3,0.4442
422,7,1,0.9569
422,8,2,0.4891
422,9,3,0.4175
422,10,3,0.6241
422,11,2,0.7212
422,12,1,0.3485
422,13,5,0.0145
423,1,6,0.5346
423,2,6,0.9178
423,3,5,0.2666
423,4,5,0.9521
423,5,4,0.0074
423,6,3,0.9367
423,7,6,0.8736
423,8,2,0.923
423,9,5,0.3572
423,10,6,0.2213
423,11,3,0.903
423,12,2,0.1122
423,13,2,0.6239
423,14,4,0.5076
423,15,5,0.8333
423,16,5,0.6622
424,1,6,0.2896
424,2,3,0.4056
424,3,4,0.7915
424,4,3,0.7609
424,5,6,0.1624
424,6,1,0.9834
424,7,2,0.9608
424,8,1,0.8683
424,9,2,0.019
424,10,3,0.9828
424,11,7,0.9073
424,12,5,0.3998
425,1,6,0.5677
425,2,3,0.2126
425,3,3,0.8689
425,4,4,0.604
425,5,6,0.1861
425,6,4,0.3601
425,7,5,0.6364
426,1,7,0.146
426,2,3,0.0906
426,3,7,0.2784
426,4,2,0.5162
426,5,1,0.8566
427,1,7,0.6489
427,2,6,0.9169
427,3,6,0.9889
427,4,7,0.9039
427,5,3,0.9177
427,6,4,0.7531
427,7,7,0.9625
427,8,7,0.1873
427,9,7,0.1664
427,10,1,0.7754
427,11,5,0.1132
427,12,3,0.1508
427,13,4,0.6007
428,1,1,0.0963
428,2,2,0.6478
428,3,2,0.2563
428,4,4,0.1513
428,5,5,0.6128
428,6,6,0.163
428,7,2,0.5158
428,8,1,0.501
429,1,2,0.0125
429,2,3,0.7151
429,3,4,0.6553
429,4,1,0.943
429,5,5,0.0343
429,6,3,0.1453
429,7,1,0.2319
429,8,6,0.7975
429,9,2,0.011
429,10,7,0.6656
429,11,3,0.5913
429,12,1,0.7909
429,13,6,0.807
430,1,6,0.1365
430,2,1,0.5121
430,3,7,0.0784
430,4,7,0.2353
430,5,4,0.7264
430,6,4,0.9745
431,1,4,0.3614
431,2,2,0.9212
431,3,6,0.9365
431,4,5,0.2155
431,5,1,0.4056
431,6,3,0.7033
431,7,3,0.0716
431,8,2,0.2368
432,1,4,0.9767
432,2,2,0.9711
432,3,6,0.43
432,4,5,0.3951
432,5,3,0.4186
