wave_id,study_id,respondent_id,wave_date,employment_status,job_sector,weekly_hours,gross_monthly_usd,job_satisfaction,financial_anxiety
724,4,678,2023-08-29,Unemployed,Manufacturing,0,713.58,0.3596,0.4834
725,4,478,2023-04-08,Full-time,Healthcare,26.39,11898.38,0.3183,0.9089
726,4,478,2023-04-17,Full-time,Public Sector,46.75,5672.49,0.0146,0.2452
727,4,478,2023-05-28,Full-time,Healthcare,25.22,9526.79,0.8618,0.4495
728,4,478,2023-08-29,Full-time,Manufacturing,43.18,11159.19,0.9332,0.5044
729,4,134,2023-04-08,Full-time,Manufacturing,31.42,9445.94,0.4918,0.1743
730,4,134,2023-04-17,Full-time,Public Sector,6.63,10437.62,0.2607,0.5429
731,4,134,2023-05-28,Full-time,Retail,25.47,9689.1,0.5551,0.2593
732,4,134,2023-08-29,Full-time,Public Sector,6.78,11975.0,0.4515,0.1349
733,4,286,2023-04-08,Full-time,Education,6.79,8275.86,0.6036,0.1923
734,4,286,2023-04-17,Full-time,Retail,12.99,11002.0,0.2633,0.4262
735,4,286,2023-05-28,Full-time,Education,16.06,4390.56,0.1387,0.8541
736,4,286,2023-08-29,Full-time,Education,9.02,3569.13,0.7605,0.3356
737,4,356,2023-04-08,Full-time,Manufacturing,12.91,6387.24,0.722,0.0198
738,4,356,2023-04-17,Full-time,Finance,44.01,9263.98,0.6123,0.1332
739,4,356,2023-05-28,Full-time,Construction,11.33,5116.43,0.9091,0.3499
740,4,356,2023-08-29,Full-time,Public Sector,8.09,11240.97,0.3794,0.6627
741,4,169,2023-04-08,Student,Technology,39.96,2689.79,0.3512,0.1593
742,4,169,2023-04-17,Student,Hospitality,11.75,2788.89,0.6276,0.9134
743,4,169,2023-05-28,Student,Healthcare,49.91,3699.43,0.8066,0.7609
744,4,169,2023-08-29,Student,Education,10.86,3078.78,0.1064,0.1084
745,4,94,2023-04-08,Retired,Technology,0,711.79,0.1484,0.8589
746,4,94,2023-04-17,Retired,Manufacturing,0,688.08,0.5861,0.5468
747,4,94,2023-05-28,Retired,Construction,0,764.04,0.9709,0.3731
748,4,94,2023-08-29,Retired,Finance,0,1158.61,0.3325,0.1155
749,4,46,2023-04-08,Full-time,Construction,25.97,9041.44,0.666,0.5616
750,4,46,2023-04-17,Full-time,Education,28.23,3885.68,0.644,0.8414
751,4,46,2023-05-28,Full-time,Technology,32.38,3307.62,0.4113,0.2358
752,4,46,2023-08-29,Student,Manufacturing,3.83,3380.01,0.1555,0.2945
753,4,639,2023-04-08,Part-time,Retail,37.29,1505.06,0.4346,0.8383
754,4,639,2023-04-17,Unemployed,Manufacturing,0,732.33,0.1684,0.0535
755,4,639,2023-05-28,Unemployed,Hospitality,0,778.21,0.3025,0.1401
756,4,639,2023-08-29,Unemployed,Technology,0,350.02,0.3299,0.023
757,4,38,2023-04-08,Student,Public Sector,27.28,1845.16,0.204,0.4817
758,4,38,2023-04-17,Unemployed,Finance,0,1090.1,0.2357,0.8274
759,4,38,2023-05-28,Unemployed,Retail,0,374.77,0.473,0.5183
760,4,38,2023-08-29,Self-employed,Construction,23.25,2468.49,0.6474,0.881
761,4,50,2023-04-08,Unemployed,Education,0,933.8,0.2094,0.8042
762,4,50,2023-04-17,Unemployed,Technology,0,314.35,0.9789,0.9967
763,4,50,2023-05-28,Unemployed,Healthcare,0,976.14,0.4407,0.5403
764,4,50,2023-08-29,Unemployed,Healthcare,0,108.39,0.8188,0.0281
765,4,330,2023-04-08,Student,Finance,8.7,997.53,0.1148,0.65
766,4,330,2023-04-17,Student,Construction,47.12,2772.12,0.1599,0.5332
767,4,330,2023-05-28,Student,Healthcare,16.04,2332.94,0.0462,0.5912
768,4,330,2023-08-29,Student,Healthcare,37.42,1984.45,0.1496,0.2643
769,4,757,2023-04-08,Student,Healthcare,25.9,2896.12,0.1064,0.3983
770,4,757,2023-04-17,Student,Retail,11.53,3811.97,0.0604,0.2937
771,4,757,2023-05-28,Student,Retail,43.69,2473.23,0.2791,0.9338
772,4,757,2023-08-29,Student,Manufacturing,11.62,2087.28,0.7928,0.1409
773,4,665,2023-04-08,Full-time,Finance,27.66,6493.36,0.4295,0.7644
774,4,665,2023-04-17,Full-time,Public Sector,1.62,7011.38,0.9637,0.1382
775,4,665,2023-05-28,Full-time,Healthcare,7.26,10124.76,0.685,0.5746
776,4,665,2023-08-29,Full-time,Hospitality,30.85,5183.03,0.5734,0.0113
777,4,537,2023-04-08,Unemployed,Healthcare,0,1138.95,0.3928,0.2604
778,4,537,2023-04-17,Part-time,Manufacturing,26.13,666.36,0.4804,0.6615
779,4,537,2023-05-28,Retired,Hospitality,0,537.69,0.3887,0.9296
780,4,537,2023-08-29,Retired,Retail,0,466.59,0.3842,0.8003
781,4,576,2023-04-08,Full-time,Manufacturing,7.07,5931.93,0.0503,0.3418
782,4,576,2023-04-17,Full-time,Education,39.86,9504.25,0.8778,0.0142
783,4,576,2023-05-28,Full-time,Healthcare,11.01,10441.68,0.4001,0.9855
784,4,576,2023-08-29,Full-time,Retail,22.03,5824.45,0.7101,0.5748
785,4,118,2023-04-08,Full-time,Education,38.11,7435.99,0.2873,0.8409
786,4,118,2023-04-17,Full-time,Retail,39.58,4327.94,0.1386,0.8682
787,4,118,2023-05-28,Full-time,Public Sector,6.27,5893.51,0.261,0.592
788,4,118,2023-08-29,Full-time,Finance,22.07,8094.03,0.8072,0.0741
789,4,28,2023-04-08,Unemployed,Retail,0,330.28,0.1027,0.6426
790,4,28,2023-04-17,Unemployed,Construction,0,415.76,0.8525,0.0315
791,4,28,2023-05-28,Unemployed,Manufacturing,0,493.62,0.713,0.3086
792,4,28,2023-08-29,Unemployed,Public Sector,0,998.96,0.5681,0.8092
793,4,22,2023-04-08,Student,Technology,24.17,1519.32,0.0025,0.0495
794,4,22,2023-04-17,Student,Education,21.77,3901.74,0.2156,0.1437
795,4,22,2023-05-28,Student,Education,34.1,3369.2,0.6689,0.6007
796,4,22,2023-08-29,Student,Finance,9.85,3963.83,0.7366,0.1544
797,4,378,2023-04-08,Student,Construction,31.98,1691.14,0.7139,0.0853
798,4,378,2023-04-17,Student,Education,4.08,3117.23,0.8292,0.9889
799,4,378,2023-05-28,Student,Finance,35.79,3165.74,0.545,0.1726
800,4,378,2023-08-29,Student,Manufacturing,3.38,1607.49,0.7418,0.9932
801,4,195,2023-04-08,Full-time,Finance,39.58,3711.06,0.0628,0.8695
802,4,195,2023-04-17,Full-time,Retail,3.97,2489.99,0.6925,0.9816
803,4,195,2023-05-28,Full-time,Finance,16.71,8271.74,0.6876,0.5171
804,4,195,2023-08-29,Full-time,Hospitality,13.67,10133.67,0.3092,0.8012
805,4,162,2023-04-08,Self-employed,Technology,40.36,1899.34,0.5406,0.8264
806,4,162,2023-04-17,Self-employed,Manufacturing,17.43,599.32,0.528,0.0058
807,4,162,2023-05-28,Self-employed,Technology,5.16,2782.5,0.3151,0.2455
808,4,162,2023-08-29,Self-employed,Education,44.06,1237.14,0.4329,0.7347
809,4,323,2023-04-08,Unemployed,Manufacturing,0,47.0,0.879,0.4797
810,4,323,2023-04-17,Unemployed,Finance,0,1112.67,0.0915,0.852
811,4,323,2023-05-28,Unemployed,Manufacturing,0,860.77,0.0752,0.0973
812,4,323,2023-08-29,Unemployed,Manufacturing,0,597.91,0.6088,0.4618
813,4,661,2023-04-08,Full-time,Hospitality,38.87,4501.92,0.7187,0.8074
814,4,661,2023-04-17,Full-time,Retail,8.56,3439.48,0.9766,0.2102
815,4,661,2023-05-28,Full-time,Public Sector,18.91,10062.84,0.7683,0.1641
816,4,661,2023-08-29,Full-time,Healthcare,35.42,7043.34,0.9544,0.2568
817,4,644,2023-04-08,Student,Education,32.99,1265.63,0.5809,0.9795
818,4,644,2023-04-17,Student,Healthcare,14.49,3820.16,0.7106,0.7271
819,4,644,2023-05-28,Student,Education,0.74,3468.2,0.7768,0.2035
820,4,644,2023-08-29,Student,Education,19.79,3455.05,0.7814,0.2899
821,4,182,2023-04-08,Unemployed,Public Sector,0,16.01,0.5203,0.5797
822,4,182,2023-04-17,Unemployed,Manufacturing,0,860.63,0.4442,0.834
823,4,182,2023-05-28,Unemployed,Manufacturing,0,983.46,0.4811,0.6233
824,4,182,2023-08-29,Unemployed,Healthcare,0,1022.42,0.7565,0.8394
825,4,436,2023-04-08,Part-time,Public Sector,34.63,3244.43,0.279,0.8582
826,4,436,2023-04-17,Part-time,Construction,2.11,2921.68,0.9858,0.0702
827,4,436,2023-05-28,Part-time,Construction,30.94,2481.48,0.3364,0.3023
828,4,436,2023-08-29,Part-time,Construction,2.07,3190.28,0.7382,0.5761
829,4,66,2023-04-08,Full-time,Construction,38.72,7670.48,0.135,0.2242
830,4,66,2023-04-17,Retired,Technology,0,607.64,0.1203,0.7509
831,4,66,2023-05-28,Retired,Public Sector,0,70.45,0.8322,0.8541
832,4,66,2023-08-29,Retired,Technology,0,231.97,0.1387,0.9983
833,4,406,2023-04-08,Full-time,Technology,14.13,11780.24,0.7186,0.2864
834,4,406,2023-04-17,Full-time,Retail,45.83,2507.26,0.9221,0.7185
835,4,406,2023-05-28,Full-time,Finance,18.45,5315.22,0.9263,0.7663
836,4,406,2023-08-29,Self-employed,Manufacturing,5.32,770.11,0.6263,0.4585
837,4,701,2023-04-08,Part-time,Technology,12.71,1762.76,0.4882,0.8129
838,4,701,2023-04-17,Part-time,Healthcare,34.73,1571.42,0.0081,0.9604
839,4,701,2023-05-28,Part-time,Healthcare,41.27,2797.95,0.05,0.6098
840,4,701,2023-08-29,Part-time,Finance,12.54,833.53,0.7285,0.5514
841,5,523,2021-10-10,Unemployed,Healthcare,0,782.07,0.4004,0.4134
842,5,523,2022-01-25,Unemployed,Education,0,35.21,0.0102,0.5902
843,5,523,2022-02-14,Unemployed,Manufacturing,0,428.93,0.6125,0.7524
844,5,352,2021-10-10,Part-time,Manufacturing,47.75,2680.98,0.9775,0.1188
845,5,352,2022-01-25,Part-time,Education,41.98,1988.97,0.3974,0.6668
846,5,352,2022-02-14,Part-time,Construction,18.6,3699.6,0.5732,0.045
847,5,69,2021-10-10,Part-time,Manufacturing,49.87,3928.96,0.7127,0.7223
848,5,69,2022-01-25,Part-time,Hospitality,7.57,1100.43,0.2058,0.2172
849,5,69,2022-02-14,Part-time,Hospitality,13.93,672.26,0.344,0.7901
850,5,733,2021-10-10,Full-time,Technology,3.63,10319.05,0.9248,0.8989
851,5,733,2022-01-25,Full-time,Education,28.58,11077.59,0.5592,0.3907
852,5,733,2022-02-14,Retired,Manufacturing,0,301.27,0.1625,0.1594
853,5,40,2021-10-10,Unemployed,Technology,0,98.94,0.9181,0.3451
854,5,40,2022-01-25,Unemployed,Manufacturing,0,1142.88,0.559,0.0138
855,5,40,2022-02-14,Unemployed,Construction,0,920.84,0.9841,0.2
856,5,604,2021-10-10,Student,Public Sector,19.36,629.05,0.0874,0.0759
857,5,604,2022-01-25,Student,Construction,13.94,1828.18,0.2053,0.9905
858,5,604,2022-02-14,Student,Public Sector,0.79,2272.44,0.0327,0.2201
859,5,363,2021-10-10,Retired,Public Sector,0,238.07,0.5814,0.449
860,5,363,2022-01-25,Retired,Manufacturing,0,515.68,0.5835,0.6166
861,5,363,2022-02-14,Retired,Manufacturing,0,499.01,0.2867,0.0914
862,5,637,2021-10-10,Self-employed,Technology,20.26,987.91,0.9502,0.0416
863,5,637,2022-01-25,Self-employed,Technology,34.69,3315.32,0.2041,0.6629
864,5,637,2022-02-14,Self-employed,Education,36.28,1102.73,0.9979,0.3053
865,5,178,2021-10-10,Unemployed,Manufacturing,0,159.15,0.4016,0.0626
866,5,178,2022-01-25,Unemployed,Finance,0,269.25,0.5302,0.6902
867,5,178,2022-02-14,Unemployed,Hospitality,0,1058.48,0.0607,0.176
868,5,563,2021-10-10,Full-time,Finance,37.23,9127.29,0.1424,0.4097
869,5,563,2022-01-25,Full-time,Construction,43.4,7121.67,0.5201,0.7749
870,5,563,2022-02-14,Full-time,Technology,0.11,6307.38,0.8112,0.2842
871,5,694,2021-10-10,Full-time,Retail,20.32,7344.64,0.8089,0.7386
872,5,694,2022-01-25,Full-time,Healthcare,22.76,3699.27,0.763,0.3203
873,5,694,2022-02-14,Full-time,Education,35.49,4690.34,0.8545,0.8719
874,5,103,2021-10-10,Full-time,Technology,20.44,10383.84,0.9348,0.5881
875,5,103,2022-01-25,Full-time,Construction,8.7,8914.51,0.3832,0.9109
876,5,103,2022-02-14,Full-time,Healthcare,49.77,2345.07,0.0047,0.19
877,5,71,2021-10-10,Unemployed,Finance,0,897.3,0.6169,0.9546
878,5,71,2022-01-25,Unemployed,Technology,0,1039.63,0.5315,0.7389
879,5,71,2022-02-14,Unemployed,Education,0,275.07,0.5913,0.7141
880,5,559,2021-10-10,Part-time,Hospitality,12.26,1552.29,0.9917,0.5608
881,5,559,2022-01-25,Retired,Construction,0,209.57,0.7784,0.634
882,5,559,2022-02-14,Retired,Technology,0,519.95,0.8948,0.9332
883,5,373,2021-10-10,Unemployed,Construction,0,727.98,0.5775,0.5678
884,5,373,2022-01-25,Unemployed,Retail,0,1086.73,0.7416,0.5196
885,5,373,2022-02-14,Unemployed,Public Sector,0,784.58,0.4101,0.3626
886,5,766,2021-10-10,Full-time,Hospitality,12.77,1938.98,0.1227,0.1954
887,5,766,2022-01-25,Retired,Healthcare,0,464.88,0.3829,0.1081
888,5,766,2022-02-14,Retired,Technology,0,194.58,0.2324,0.6608
889,5,314,2021-10-10,Part-time,Education,49.13,2032.06,0.642,0.0294
890,5,314,2022-01-25,Part-time,Hospitality,22.94,1615.55,0.0651,0.7217
891,5,314,2022-02-14,Part-time,Retail,27.79,1468.77,0.8944,0.4866
892,5,716,2021-10-10,Student,Technology,19.19,3611.51,0.3161,0.2895
893,5,716,2022-01-25,Student,Technology,10.24,2641.25,0.9759,0.249
894,5,716,2022-02-14,Student,Education,23.54,1570.97,0.2524,0.6859
895,5,728,2021-10-10,Full-time,Construction,15.8,7496.5,0.561,0.6922
896,5,728,2022-01-25,Full-time,Retail,4.52,3698.4,0.6868,0.4447
897,5,728,2022-02-14,Full-time,Finance,33.78,10800.63,0.7594,0.8106
898,5,612,2021-10-10,Student,Education,38.92,2006.73,0.1395,0.6293
899,5,612,2022-01-25,Student,Hospitality,16.89,2557.56,0.5578,0.3523
900,5,612,2022-02-14,Student,Manufacturing,4.11,1081.1,0.9006,0.314
901,5,778,2021-10-10,Self-employed,Finance,16.09,2095.37,0.9824,0.8235
902,5,778,2022-01-25,Self-employed,Public Sector,22.54,3501.65,0.345,0.1372
903,5,778,2022-02-14,Self-employed,Technology,26.59,1905.92,0.7059,0.9372
904,5,491,2021-10-10,Unemployed,Retail,0,234.78,0.5374,0.0504
905,5,491,2022-01-25,Unemployed,Retail,0,374.65,0.4233,0.4749
906,5,491,2022-02-14,Unemployed,Finance,0,1153.46,0.6196,0.5647
907,5,569,2021-10-10,Full-time,Education,34.44,6175.0,0.1188,0.7284
908,5,569,2022-01-25,Full-time,Public Sector,0.79,4613.32,0.9041,0.6072
909,5,569,2022-02-14,Full-time,Public Sector,22.76,3976.89,0.2281,0.3586
910,5,154,2021-10-10,Unemployed,Finance,0,1046.73,0.4145,0.0979
911,5,154,2022-01-25,Unemployed,Construction,0,1171.42,0.8694,0.9987
912,5,154,2022-02-14,Unemployed,Finance,0,88.35,0.0318,0.1783
913,5,435,2021-10-10,Retired,Education,0,423.6,0.8706,0.2767
914,5,435,2022-01-25,Retired,Manufacturing,0,419.35,0.6325,0.8702
915,5,435,2022-02-14,Retired,Healthcare,0,974.96,0.0237,0.0196
916,5,187,2021-10-10,Unemployed,Hospitality,0,1059.9,0.2258,0.9612
917,5,187,2022-01-25,Unemployed,Education,0,88.81,0.7038,0.4471
918,5,187,2022-02-14,Unemployed,Technology,0,23.37,0.9586,0.3408
919,5,89,2021-10-10,Full-time,Education,28.81,11320.06,0.3823,0.1714
920,5,89,2022-01-25,Full-time,Manufacturing,5.78,7806.41,0.4896,0.5472
921,5,89,2022-02-14,Full-time,Manufacturing,2.45,3352.43,0.9728,0.8973
922,5,176,2021-10-10,Student,Manufacturing,12.04,2389.44,0.3675,0.4722
923,5,176,2022-01-25,Student,Education,2.03,1824.44,0.2648,0.18
924,5,176,2022-02-14,Student,Healthcare,22.05,2799.76,0.6618,0.3964
925,5,135,2021-10-10,Part-time,Construction,46.24,1448.6,0.0852,0.255
926,5,135,2022-01-25,Part-time,Construction,7.89,1499.53,0.2287,0.5394
927,5,135,2022-02-14,Part-time,Public Sector,36.72,613.34,0.48,0.3893
928,5,517,2021-10-10,Full-time,Education,23.04,5766.05,0.7095,0.754
929,5,517,2022-01-25,Full-time,Construction,28.0,6451.26,0.9855,0.2706
930,5,517,2022-02-14,Full-time,Manufacturing,25.68,5012.78,0.5973,0.7561
931,5,333,2021-10-10,Self-employed,Healthcare,48.18,3058.57,0.2922,0.7718
932,5,333,2022-01-25,Self-employed,Construction,19.4,3375.55,0.9948,0.4241
933,5,333,2022-02-14,Self-employed,Technology,3.32,3183.5,0.2479,0.1637
934,5,701,2021-10-10,Part-time,Construction,3.74,3808.58,0.1259,0.2676
935,5,701,2022-01-25,Full-time,Public Sector,0.75,5264.27,0.5888,0.1747
936,5,701,2022-02-14,Full-time,Manufacturing,13.86,4142.94,0.568,0.0862
937,5,570,2021-10-10,Student,Technology,40.39,2106.88,0.637,0.1673
938,5,570,2022-01-25,Student,Healthcare,24.09,1699.45,0.1778,0.1669
939,5,570,2022-02-14,Student,Hospitality,40.17,1515.67,0.3,0.5584
940,5,524,2021-10-10,Full-time,Construction,23.72,6308.78,0.7818,0.8413
941,5,524,2022-01-25,Full-time,Public Sector,31.55,6450.29,0.911,0.6134
942,5,524,2022-02-14,Full-time,Construction,2.1,9889.3,0.0171,0.3781
943,5,429,2021-10-10,Unemployed,Education,0,103.07,0.994,0.9449
944,5,429,2022-01-25,Unemployed,Education,0,1039.99,0.2444,0.0219
945,5,429,2022-02-14,Unemployed,Public Sector,0,870.84,0.9592,0.8877
946,5,606,2021-10-10,Full-time,Finance,45.63,9253.37,0.4504,0.697
947,5,606,2022-01-25,Full-time,Healthcare,39.61,11183.2,0.3503,0.6144
948,5,606,2022-02-14,Part-time,Construction,34.38,3410.21,0.4089,0.0698
949,5,577,2021-10-10,Student,Public Sector,7.07,2749.34,0.9005,0.1014
950,5,577,2022-01-25,Student,Construction,17.84,1329.33,0.0249,0.3885
951,5,577,2022-02-14,Part-time,Technology,35.84,1937.99,0.9452,0.4212
952,5,105,2021-10-10,Full-time,Manufacturing,18.71,2894.87,0.7151,0.6172
953,5,105,2022-01-25,Full-time,Education,30.97,8073.84,0.9035,0.9027
954,5,105,2022-02-14,Full-time,Finance,31.61,11725.59,0.7456,0.6942
955,5,751,2021-10-10,Unemployed,Public Sector,0,842.63,0.1344,0.2191
956,5,751,2022-01-25,Unemployed,Education,0,868.7,0.2115,0.1998
957,5,751,2022-02-14,Self-employed,Manufacturing,16.36,1588.77,0.7265,0.4273
958,5,216,2021-10-10,Unemployed,Public Sector,0,875.58,0.4526,0.0629
959,5,216,2022-01-25,Unemployed,Hospitality,0,1190.97,0.5597,0.2392
960,5,216,2022-02-14,Self-employed,Education,9.73,3625.93,0.8862,0.0018
961,5,698,2021-10-10,Self-employed,Manufacturing,49.56,1990.76,0.7925,0.4062
962,5,698,2022-01-25,Self-employed,Public Sector,32.39,870.77,0.3723,0.0805
963,5,698,2022-02-14,Self-employed,Technology,42.48,2595.81,0.222,0.8805
964,5,711,2021-10-10,Full-time,Finance,35.44,8131.04,0.7252,0.7535
965,5,711,2022-01-25,Full-time,Finance,10.16,4021.02,0.1675,0.6352
966,5,711,2022-02-14,Full-time,Technology,40.37,5465.35,0.6134,0.0016
967,5,661,2021-10-10,Full-time,Construction,31.56,2658.83,0.8934,0.2987
968,5,661,2022-01-25,Full-time,Manufacturing,41.11,2800.14,0.4866,0.5355
969,5,661,2022-02-14,Full-time,Manufacturing,12.78,11587.5,0.6721,0.7041
970,5,531,2021-10-10,Full-time,Technology,0.17,2731.44,0.9823,0.5405
971,5,531,2022-01-25,Full-time,Education,19.61,7324.4,0.6675,0.6421
972,5,531,2022-02-14,Full-time,Hospitality,8.04,10031.21,0.4092,0.3876
973,5,624,2021-10-10,Unemployed,Construction,0,460.6,0.0825,0.6047
974,5,624,2022-01-25,Unemployed,Hospitality,0,1005.07,0.8374,0.2189
975,5,624,2022-02-14,Unemployed,Technology,0,375.78,0.6332,0.3661
976,5,235,2021-10-10,Unemployed,Public Sector,0,69.13,0.1397,0.0622
977,5,235,2022-01-25,Unemployed,Healthcare,0,91.3,0.0381,0.5392
978,5,235,2022-02-14,Unemployed,Finance,0,761.4,0.3963,0.6781
979,5,492,2021-10-10,Part-time,Hospitality,39.64,1557.5,0.8718,0.9464
980,5,492,2022-01-25,Part-time,Retail,36.55,1221.99,0.6228,0.6674
981,5,492,2022-02-14,Full-time,Construction,48.85,8439.98,0.8683,0.3942
982,5,248,2021-10-10,Full-time,Construction,13.11,8700.32,0.3304,0.2913
983,5,248,2022-01-25,Full-time,Finance,15.45,9123.36,0.6036,0.5542
984,5,248,2022-02-14,Full-time,Public Sector,33.45,5209.4,0.5553,0.1414
985,5,350,2021-10-10,Self-employed,Finance,20.2,1699.93,0.5031,0.0294
986,5,350,2022-01-25,Self-employed,Technology,13.83,686.11,0.3969,0.2509
987,5,350,2022-02-14,Self-employed,Technology,46.92,879.21,0.3512,0.4816
988,5,403,2021-10-10,Part-time,Construction,45.01,1439.48,0.4942,0.4092
989,5,403,2022-01-25,Self-employed,Finance,6.4,3708.05,0.1251,0.8621
990,5,403,2022-02-14,Self-employed,Manufacturing,33.12,2812.28,0.4625,0.4884
991,5,338,2021-10-10,Unemployed,Finance,0,53.55,0.2427,0.0885
992,5,338,2022-01-25,Unemployed,Education,0,492.72,0.7348,0.2063
993,5,338,2022-02-14,Unemployed,Manufacturing,0,27.63,0.1925,0.435
994,5,592,2021-10-10,Full-time,Technology,48.58,11661.73,0.8782,0.4568
995,5,592,2022-01-25,Full-time,Manufacturing,26.13,6422.39,0.0943,0.2227
996,5,592,2022-02-14,Full-time,Healthcare,17.55,6358.1,0.7721,0.8003
997,5,319,2021-10-10,Part-time,Finance,41.18,2744.15,0.0372,0.2264
998,5,319,2022-01-25,Part-time,Education,38.22,2814.5,0.1141,0.3456
999,5,319,2022-02-14,Self-employed,Construction,9.99,2864.73,0.6417,0.9526
1000,5,779,2021-10-10,Part-time,Healthcare,47.55,3271.56,0.8745,0.8565
1001,5,779,2022-01-25,Part-time,Hospitality,32.44,804.27,0.3406,0.9308
1002,5,779,2022-02-14,Part-time,Hospitality,45.9,2758.82,0.6755,0.9569
1003,5,753,2021-10-10,Full-time,Finance,46.47,5879.68,0.4886,0.8224
1004,5,753,2022-01-25,Full-time,Public Sector,7.06,7758.28,0.9882,0.3254
1005,5,753,2022-02-14,Full-time,Construction,14.53,3246.72,0.5817,0.5063
1006,5,26,2021-10-10,Part-time,Healthcare,46.75,1597.01,0.4489,0.3913
1007,5,26,2022-01-25,Part-time,Education,13.18,1149.06,0.2178,0.7711
1008,5,26,2022-02-14,Part-time,Hospitality,33.37,2326.23,0.8835,0.0074
1009,5,377,2021-10-10,Student,Finance,18.97,3317.33,0.5666,0.4424
1010,5,377,2022-01-25,Student,Finance,40.91,2178.11,0.2517,0.2085
1011,5,377,2022-02-14,Student,Healthcare,28.93,3854.58,0.7294,0.676
1012,5,472,2021-10-10,Full-time,Finance,9.71,9038.98,0.4099,0.2254
1013,5,472,2022-01-25,Full-time,Public Sector,0.33,10208.32,0.6774,0.6022
1014,5,472,2022-02-14,Full-time,Healthcare,29.76,8955.29,0.5094,0.2441
1015,5,113,2021-10-10,Retired,Healthcare,0,1173.87,0.5621,0.0588
1016,5,113,2022-01-25,Retired,Public Sector,0,456.42,0.7432,0.877
1017,5,113,2022-02-14,Retired,Construction,0,401.37,0.0203,0.4734
1018,5,48,2021-10-10,Student,Healthcare,44.31,2189.14,0.3281,0.3067
1019,5,48,2022-01-25,Self-employed,Public Sector,46.95,3341.66,0.4837,0.7395
1020,5,48,2022-02-14,Self-employed,Public Sector,18.8,2046.18,0.2692,0.8189
1021,6,778,2021-07-01,Self-employed,Technology,10.56,1483.64,0.318,0.9796
1022,6,778,2021-07-12,Self-employed,Finance,44.59,532.05,0.4445,0.2389
1023,6,778,2021-09-05,Self-employed,Hospitality,5.64,2742.6,0.4341,0.7839
1024,6,778,2021-10-25,Self-employed,Retail,21.94,1420.57,0.4879,0.3216
1025,6,193,2021-07-01,Unemployed,Manufacturing,0,877.02,0.0089,0.1553
1026,6,193,2021-07-12,Unemployed,Finance,0,823.19,0.2268,0.678
1027,6,193,2021-09-05,Unemployed,Healthcare,0,1167.57,0.1108,0.0341
1028,6,193,2021-10-25,Unemployed,Technology,0,167.86,0.1227,0.5923
1029,6,174,2021-07-01,Student,Technology,9.53,3217.1,0.7753,0.1721
1030,6,174,2021-07-12,Student,Construction,23.48,3437.34,0.7843,0.793
1031,6,174,2021-09-05,Student,Healthcare,10.54,3364.1,0.3123,0.9905
1032,6,174,2021-10-25,Student,Hospitality,7.36,2727.03,0.1265,0.8866
1033,6,213,2021-07-01,Full-time,Education,4.81,4566.57,0.7214,0.7638
1034,6,213,2021-07-12,Full-time,Construction,7.73,3070.69,0.7993,0.5327
1035,6,213,2021-09-05,Full-time,Education,46.57,9417.08,0.2021,0.7543
1036,6,213,2021-10-25,Full-time,Technology,18.17,10542.16,0.5051,0.4673
1037,6,343,2021-07-01,Full-time,Manufacturing,16.04,10430.88,0.8151,0.5228
1038,6,343,2021-07-12,Full-time,Public Sector,7.81,10030.2,0.7919,0.4157
1039,6,343,2021-09-05,Full-time,Education,44.88,3726.2,0.0322,0.9392
1040,6,343,2021-10-25,Full-time,Education,4.21,5901.87,0.7738,0.185
1041,6,8,2021-07-01,Retired,Finance,0,1038.41,0.6005,0.3682
1042,6,8,2021-07-12,Retired,Education,0,964.97,0.2833,0.0163
1043,6,8,2021-09-05,Retired,Education,0,1099.78,0.9922,0.7877
1044,6,8,2021-10-25,Retired,Construction,0,1035.22,0.8543,0.2904
1045,6,327,2021-07-01,Full-time,Finance,47.01,11460.67,0.1842,0.3944
1046,6,327,2021-07-12,Full-time,Healthcare,13.9,4979.46,0.9904,0.8088
1047,6,327,2021-09-05,Full-time,Construction,2.2,6828.34,0.4668,0.4866
1048,6,327,2021-10-25,Student,Technology,15.21,741.43,0.4421,0.7872
1049,6,549,2021-07-01,Self-employed,Education,24.64,2843.01,0.6254,0.4438
1050,6,549,2021-07-12,Self-employed,Finance,29.4,1891.25,0.6362,0.0158
1051,6,549,2021-09-05,Full-time,Finance,24.87,3161.73,0.049,0.7565
1052,6,549,2021-10-25,Full-time,Retail,29.61,8917.93,0.4929,0.1419
1053,6,652,2021-07-01,Unemployed,Manufacturing,0,1111.95,0.9645,0.888
1054,6,652,2021-07-12,Unemployed,Healthcare,0,1179.11,0.6602,0.212
1055,6,652,2021-09-05,Unemployed,Hospitality,0,928.45,0.7545,0.0153
1056,6,652,2021-10-25,Unemployed,Finance,0,476.14,0.362,0.3685
1057,6,85,2021-07-01,Student,Healthcare,6.97,2281.8,0.3532,0.5091
1058,6,85,2021-07-12,Student,Hospitality,46.87,3356.69,0.348,0.1446
1059,6,85,2021-09-05,Student,Technology,35.5,1407.77,0.6192,0.9461
1060,6,85,2021-10-25,Student,Manufacturing,2.0,855.49,0.4735,0.3603
1061,6,776,2021-07-01,Unemployed,Manufacturing,0,748.39,0.2925,0.3997
1062,6,776,2021-07-12,Unemployed,Retail,0,218.09,0.0151,0.4757
1063,6,776,2021-09-05,Unemployed,Retail,0,72.23,0.3489,0.1957
