run_id,metric_name,split,value,std_dev,k_folds
1016,Accuracy,train,0.0,0.037479,5
1016,Accuracy,val,0.0,0.017008,10
1016,Accuracy,test,0.0,0.027232,5
1016,F1,train,0.303361,0.047527,5
1016,F1,val,0.306487,0.018589,
1016,F1,test,0.289097,0.020402,
1017,Accuracy,train,1.692534,0.039144,5
1017,Accuracy,val,1.682188,0.034349,10
1017,Accuracy,test,1.640546,0.043366,5
1017,F1,train,0.145593,0.017257,5
1017,F1,val,0.165649,0.037772,5
1017,F1,test,0.109144,0.003659,5
1018,Accuracy,train,0.666941,0.038006,5
1018,Accuracy,val,0.643345,0.013844,10
1018,Accuracy,test,0.617608,0.039035,
1018,F1,train,0.0,0.020385,
1018,F1,val,0.0,0.005846,
1018,F1,test,0.0,0.03046,
1019,Accuracy,train,0.0,0.00841,
1019,Accuracy,val,0.0,0.015833,5
1019,Accuracy,test,0.0,0.040027,10
1019,F1,train,0.0,0.034089,10
1019,F1,val,0.0,0.012653,
1019,F1,test,0.0,0.021906,5
1020,Accuracy,train,0.738177,0.037243,10
1020,Accuracy,val,0.739719,0.018947,5
1020,Accuracy,test,0.711728,0.03915,
1020,F1,train,0.310478,0.014344,5
1020,F1,val,0.306215,0.037041,10
1020,F1,test,0.276458,0.011059,
1021,Accuracy,train,1.745018,0.035131,10
1021,Accuracy,val,1.739639,0.009461,10
1021,Accuracy,test,1.719792,0.036693,
1021,F1,train,1.126203,0.046596,5
1021,F1,val,1.114324,0.042718,
1021,F1,test,1.100925,0.033085,
1022,Accuracy,train,0.53437,0.001981,
1022,Accuracy,val,0.527516,0.027831,5
1022,Accuracy,test,0.493373,0.033301,5
1022,F1,train,1.706636,0.008609,5
1022,F1,val,1.696234,0.046582,
1022,F1,test,1.670201,0.012502,5
1023,Accuracy,train,1.794391,0.049144,10
1023,Accuracy,val,1.796259,0.033997,10
1023,Accuracy,test,1.776465,0.013548,5
1023,F1,train,0.0,0.011992,
1023,F1,val,0.0,0.009055,
1023,F1,test,0.0,0.049328,5
1024,Accuracy,train,1.262903,0.009344,5
1024,Accuracy,val,1.264905,0.034351,
1024,Accuracy,test,1.238376,0.009424,10
1024,F1,train,0.541097,0.003365,5
1024,F1,val,0.515031,0.028887,10
1024,F1,test,0.50421,0.027849,
1026,Accuracy,train,0.0,0.041135,5
1026,Accuracy,val,0.0,0.00227,10
1026,Accuracy,test,0.0,0.024717,5
1026,F1,train,0.0,0.036608,5
1026,F1,val,0.0,0.04553,
1026,F1,test,0.0,0.002422,5
1028,Accuracy,train,1.248722,0.04841,5
1028,Accuracy,val,1.245772,0.034078,5
1028,Accuracy,test,1.189738,0.02153,
1028,F1,train,1.022448,0.005896,
1028,F1,val,1.015174,0.014131,5
1028,F1,test,0.977276,0.003234,
1029,Accuracy,train,0.943174,0.011002,
1029,Accuracy,val,0.947682,0.041656,
1029,Accuracy,test,0.905351,0.041405,
1029,F1,train,1.120082,0.036488,
1029,F1,val,1.10329,0.031827,10
1029,F1,test,1.069203,0.015434,10
1030,Accuracy,train,0.857857,0.036867,5
1030,Accuracy,val,0.871654,0.005937,10
1030,Accuracy,test,0.821273,0.027396,
1030,F1,train,1.798134,0.017703,5
1030,F1,val,1.788638,0.044837,10
1030,F1,test,1.73318,0.015766,
1031,Accuracy,train,0.0,0.021332,
1031,Accuracy,val,0.0,0.024857,10
1031,Accuracy,test,0.0,0.048351,10
1031,F1,train,0.981288,0.045348,5
1031,F1,val,0.964365,0.021797,
1031,F1,test,0.941995,0.04346,
1032,Accuracy,train,0.248406,0.04826,5
1032,Accuracy,val,0.274939,0.007618,10
1032,Accuracy,test,0.208575,0.019683,5
1032,F1,train,1.782328,0.014635,5
1032,F1,val,1.797897,0.01962,10
1032,F1,test,1.745682,0.032724,10
1033,Accuracy,train,0.140068,0.03151,10
1033,Accuracy,val,0.123548,0.004548,5
1033,Accuracy,test,0.080606,0.016947,5
1033,F1,train,0.0,0.005869,10
1033,F1,val,0.0,0.033045,
1033,F1,test,0.0,0.007875,5
1035,Accuracy,train,0.284891,0.016235,
1035,Accuracy,val,0.288149,0.033972,5
1035,Accuracy,test,0.244669,0.039367,10
1035,F1,train,0.808111,0.002347,10
1035,F1,val,0.793532,0.012054,
1035,F1,test,0.748544,0.00949,
1036,Accuracy,train,0.674483,0.010613,
1036,Accuracy,val,0.686742,0.011137,10
1036,Accuracy,test,0.626541,0.019316,
1036,F1,train,0.462394,0.02422,5
1036,F1,val,0.475523,0.048054,10
1036,F1,test,0.425683,0.048693,5
1037,Accuracy,train,0.0,0.024194,
1037,Accuracy,val,0.0,0.042132,5
1037,Accuracy,test,0.0,0.027837,
1037,F1,train,0.554364,0.036949,
1037,F1,val,0.544472,0.013684,10
1037,F1,test,0.50202,0.009691,
1038,Accuracy,train,0.0,0.022483,
1038,Accuracy,val,0.005043,0.015207,10
1038,Accuracy,test,0.0,0.008804,5
1038,F1,train,0.954764,0.044408,
1038,F1,val,0.942109,0.031401,10
1038,F1,test,0.913096,0.013322,10
1039,Accuracy,train,0.0,0.01786,
1039,Accuracy,val,0.0,0.00443,5
1039,Accuracy,test,0.0,0.042393,
1039,F1,train,0.0,0.007131,5
1039,F1,val,0.0,0.008071,
1039,F1,test,0.0,0.019355,10
1040,Accuracy,train,1.09931,0.037104,10
1040,Accuracy,val,1.090179,0.020657,10
1040,Accuracy,test,1.065848,0.032686,10
1040,F1,train,0.0,0.033386,
1040,F1,val,0.0,0.035221,5
1040,F1,test,0.0,0.022708,
1042,Accuracy,train,1.176376,0.048981,
1042,Accuracy,val,1.203219,0.049077,5
1042,Accuracy,test,1.16818,0.037355,5
1042,F1,train,1.287661,0.049068,5
1042,F1,val,1.295845,0.027666,5
1042,F1,test,1.281084,0.01691,5
1044,Accuracy,train,1.088988,0.045952,
1044,Accuracy,val,1.088002,0.048811,5
1044,Accuracy,test,1.069113,0.036798,10
1044,F1,train,1.263975,0.011338,
1044,F1,val,1.263683,0.01761,5
1044,F1,test,1.246931,0.045901,10
1045,Accuracy,train,2.719927,0.025722,10
1045,Accuracy,val,2.722072,0.041248,10
1045,Accuracy,test,2.682541,0.036843,
1045,F1,train,0.0,0.005766,10
1045,F1,val,0.0,0.025609,
1045,F1,test,0.0,0.02669,10
1046,Accuracy,train,0.0,0.037867,
1046,Accuracy,val,0.0,0.045871,5
1046,Accuracy,test,0.0,0.044972,10
1046,F1,train,1.400949,0.048144,5
1046,F1,val,1.380856,0.041782,10
1046,F1,test,1.375862,0.002939,10
1047,Accuracy,train,1.543734,0.034212,5
1047,Accuracy,val,1.547272,0.016612,
1047,Accuracy,test,1.50089,0.005036,
1047,F1,train,1.317275,0.047325,
1047,F1,val,1.323959,0.043888,10
1047,F1,test,1.270995,0.004202,10
1049,Accuracy,train,0.753624,0.018855,5
1049,Accuracy,val,0.739703,0.03034,5
1049,Accuracy,test,0.689448,0.011698,
1049,F1,train,1.134608,0.049858,10
1049,F1,val,1.136318,0.015342,10
1049,F1,test,1.098832,0.032461,5
1050,Accuracy,train,1.121745,0.011892,
1050,Accuracy,val,1.131777,0.040244,10
1050,Accuracy,test,1.10966,0.044409,
1050,F1,train,1.716665,0.015877,5
1050,F1,val,1.729534,0.030748,10
1050,F1,test,1.683196,0.045075,5
1051,Accuracy,train,0.0,0.002816,10
1051,Accuracy,val,0.0,0.048147,5
1051,Accuracy,test,0.0,0.023083,
1051,F1,train,0.170378,0.019172,10
1051,F1,val,0.175749,0.04999,10
1051,F1,test,0.147793,0.0132,5
1052,Accuracy,train,0.440393,0.016492,10
1052,Accuracy,val,0.457205,0.011878,10
1052,Accuracy,test,0.432675,0.043529,
1052,F1,train,1.9845,0.0044,
1052,F1,val,1.995427,0.008856,5
1052,F1,test,1.943777,0.033555,10
1053,Accuracy,train,0.395547,0.030807,10
1053,Accuracy,val,0.399379,0.029939,5
1053,Accuracy,test,0.380794,0.032646,10
1053,F1,train,2.541137,0.009012,5
1053,F1,val,2.524837,0.032454,5
1053,F1,test,2.513117,0.019545,
1055,Accuracy,train,0.0,0.021113,10
1055,Accuracy,val,0.0,0.00632,5
1055,Accuracy,test,0.0,0.040753,
1055,F1,train,0.259765,0.007607,10
1055,F1,val,0.263422,0.04799,
1055,F1,test,0.243062,0.037374,5
1056,Accuracy,train,1.001653,0.032981,5
1056,Accuracy,val,0.989376,0.035286,
1056,Accuracy,test,0.941762,0.038311,5
1056,F1,train,0.0,0.023495,
1056,F1,val,0.0,0.015067,10
1056,F1,test,0.0,0.037016,10
1057,Accuracy,train,1.949316,0.017098,5
1057,Accuracy,val,1.968231,0.012728,10
1057,Accuracy,test,1.930953,0.020675,10
1057,F1,train,2.153535,0.022709,10
1057,F1,val,2.140364,0.009567,10
1057,F1,test,2.122676,0.024574,10
1058,Accuracy,train,0.0,0.038185,5
1058,Accuracy,val,0.0,0.013826,10
1058,Accuracy,test,0.0,0.032128,
1058,F1,train,0.831687,0.007278,10
1058,F1,val,0.847104,0.022103,10
1058,F1,test,0.806933,0.012503,5
1060,Accuracy,train,0.169409,0.011457,5
1060,Accuracy,val,0.175096,0.019603,
1060,Accuracy,test,0.151199,0.0208,5
1060,F1,train,0.644086,0.011018,10
1060,F1,val,0.630892,0.020048,5
1060,F1,test,0.582383,0.022444,5
1061,Accuracy,train,0.0,0.040926,5
1061,Accuracy,val,0.0,0.046318,5
1061,Accuracy,test,0.0,0.031584,10
1061,F1,train,0.0,0.014837,10
1061,F1,val,0.0,0.034474,5
1061,F1,test,0.0,0.015149,5
1062,Accuracy,train,0.0,0.006298,
1062,Accuracy,val,0.0,0.008512,5
1062,Accuracy,test,0.0,0.040629,10
1062,F1,train,0.0,0.024665,10
1062,F1,val,0.0,0.02633,10
1062,F1,test,0.0,0.042448,10
1063,Accuracy,train,0.70472,0.038779,
1063,Accuracy,val,0.692251,0.006951,
1063,Accuracy,test,0.664296,0.015669,
1063,F1,train,0.772913,0.011539,
1063,F1,val,0.788362,0.042803,10
1063,F1,test,0.745162,0.027009,5
1064,Accuracy,train,1.376693,0.049018,10
1064,Accuracy,val,1.37404,0.006366,
1064,Accuracy,test,1.355885,0.003339,
1064,F1,train,0.0,0.034979,5
1064,F1,val,0.0,0.032278,
1064,F1,test,0.0,0.00816,5
1065,Accuracy,train,2.314498,0.048925,5
1065,Accuracy,val,2.310678,0.023833,10
1065,Accuracy,test,2.296874,0.044036,10
1065,F1,train,0.0,0.010123,5
1065,F1,val,0.0,0.048857,5
1065,F1,test,0.0,0.028291,5
1067,Accuracy,train,0.0,0.001722,5
1067,Accuracy,val,0.0,0.04052,
1067,Accuracy,test,0.0,0.03909,5
1067,F1,train,1.679098,0.003545,
1067,F1,val,1.685166,0.022615,5
1067,F1,test,1.630679,0.010331,5
1068,Accuracy,train,0.884553,0.046665,
1068,Accuracy,val,0.892126,0.009765,
1068,Accuracy,test,0.863422,0.012826,5
1068,F1,train,0.207882,0.008298,10
1068,F1,val,0.216497,0.01886,
1068,F1,test,0.187624,0.029666,10
1069,Accuracy,train,0.974678,0.022152,
1069,Accuracy,val,0.96863,0.049331,
1069,Accuracy,test,0.945594,0.020162,10
1069,F1,train,0.0,0.007176,5
1069,F1,val,0.0,0.033019,5
1069,F1,test,0.0,0.043122,10
1070,Accuracy,train,0.090979,0.048973,10
1070,Accuracy,val,0.103405,0.007899,5
1070,Accuracy,test,0.069947,0.035983,
1070,F1,train,0.0,0.011268,
1070,F1,val,0.0,0.020079,
1070,F1,test,0.0,0.022167,10
1071,Accuracy,train,1.708491,0.003765,5
1071,Accuracy,val,1.710167,0.032332,
1071,Accuracy,test,1.67957,0.001281,10
1071,F1,train,0.210528,0.00983,5
1071,F1,val,0.222793,0.003006,10
1071,F1,test,0.177317,0.048818,5
1072,Accuracy,train,0.0,0.043661,10
1072,Accuracy,val,0.0,0.020908,
1072,Accuracy,test,0.0,0.013324,
1072,F1,train,0.0,0.012288,10
1072,F1,val,0.0,0.029106,
1072,F1,test,0.0,0.041277,10
1073,Accuracy,train,0.0,0.015424,5
1073,Accuracy,val,0.0,0.03877,
1073,Accuracy,test,0.0,0.002425,5
1073,F1,train,0.0,0.031274,
1073,F1,val,0.0,0.038217,10
1073,F1,test,0.0,0.009931,10
1074,Accuracy,train,0.0,0.010873,
1074,Accuracy,val,0.0,0.025994,10
1074,Accuracy,test,0.0,0.028097,5
1074,F1,train,2.843933,0.024226,
1074,F1,val,2.824197,0.010348,10
1074,F1,test,2.790914,0.003338,10
1075,Accuracy,train,0.0,0.011933,
1075,Accuracy,val,0.0,0.027172,10
1075,Accuracy,test,0.0,0.042646,5
1075,F1,train,0.0,0.004549,10
1075,F1,val,0.0,0.012703,10
1075,F1,test,0.0,0.035951,
1077,Accuracy,train,1.202101,0.037141,5
1077,Accuracy,val,1.194069,0.004143,10
1077,Accuracy,test,1.140593,0.005063,5
1077,F1,train,0.0,0.00621,5
1077,F1,val,0.0,0.045854,
1077,F1,test,0.0,0.02135,
1078,Accuracy,train,1.876564,0.036662,
1078,Accuracy,val,1.87136,0.011946,
1078,Accuracy,test,1.839226,0.031534,10
1078,F1,train,0.699953,0.00534,
1078,F1,val,0.70817,0.03423,
1078,F1,test,0.656904,0.046584,
1079,Accuracy,train,0.862717,0.039703,10
1079,Accuracy,val,0.864626,0.037427,
1079,Accuracy,test,0.830007,0.005204,
1079,F1,train,0.0,0.043792,
1079,F1,val,0.0,0.00996,5
1079,F1,test,0.0,0.022772,5
1080,Accuracy,train,1.014467,0.028136,5
1080,Accuracy,val,1.001513,0.043376,
1080,Accuracy,test,0.976934,0.031427,5
1080,F1,train,0.0,0.024957,10
1080,F1,val,0.0,0.01461,
1080,F1,test,0.0,0.044649,5
1081,Accuracy,train,2.001778,0.013909,10
1081,Accuracy,val,2.008795,0.002682,10
1081,Accuracy,test,1.968362,0.015221,10
1081,F1,train,0.654325,0.024151,
1081,F1,val,0.66321,0.007673,10
1081,F1,test,0.629356,0.006568,
1082,Accuracy,train,0.831291,0.010159,5
1082,Accuracy,val,0.831786,0.023334,
1082,Accuracy,test,0.778417,0.010296,5
1082,F1,train,1.069732,0.011199,5
1082,F1,val,1.072336,0.033421,10
1082,F1,test,1.043189,0.046615,
1083,Accuracy,train,0.733651,0.01638,5
1083,Accuracy,val,0.722496,0.018239,10
1083,Accuracy,test,0.70263,0.037187,5
1083,F1,train,0.0,0.004215,5
1083,F1,val,0.0,0.0419,5
1083,F1,test,0.0,0.020993,5
1084,Accuracy,train,2.036041,0.036502,5
1084,Accuracy,val,2.032696,0.007348,
1084,Accuracy,test,1.98299,0.042865,10
1084,F1,train,0.0,0.011319,5
1084,F1,val,0.0,0.004922,
1084,F1,test,0.0,0.031825,
1085,Accuracy,train,0.298378,0.025144,5
1085,Accuracy,val,0.29657,0.018562,10
1085,Accuracy,test,0.273092,0.008567,10
1085,F1,train,1.295256,0.044259,
1085,F1,val,1.29877,0.017294,10
1085,F1,test,1.289109,0.010409,10
1086,Accuracy,train,1.003181,0.042501,10
1086,Accuracy,val,1.024313,0.033122,5
1086,Accuracy,test,0.967651,0.024131,10
1086,F1,train,0.84496,0.024857,5
1086,F1,val,0.854166,0.041706,10
1086,F1,test,0.825525,0.025594,10
1087,Accuracy,train,1.909561,0.045234,10
1087,Accuracy,val,1.904273,0.042079,5
1087,Accuracy,test,1.861492,0.023014,
1087,F1,train,0.326685,0.040284,
1087,F1,val,0.326186,0.023499,
1087,F1,test,0.284182,0.044473,10
1088,Accuracy,train,0.509819,0.035888,
1088,Accuracy,val,0.504585,0.041511,5
1088,Accuracy,test,0.48796,0.007313,10
1088,F1,train,0.849863,0.048147,
1088,F1,val,0.849791,0.001728,5
1088,F1,test,0.789318,0.013496,
1089,Accuracy,train,0.0,0.026559,10
1089,Accuracy,val,0.0,0.047161,10
1089,Accuracy,test,0.0,0.007785,10
1089,F1,train,1.40454,0.022438,5
1089,F1,val,1.401549,0.036356,10
1089,F1,test,1.369154,0.008972,5
1090,Accuracy,train,1.072454,0.030374,
1090,Accuracy,val,1.074869,0.032844,5
1090,Accuracy,test,1.060067,0.012233,
1090,F1,train,0.915553,0.029187,
1090,F1,val,0.918778,0.039397,
1090,F1,test,0.886125,0.007976,
1091,Accuracy,train,0.0,0.034688,10
1091,Accuracy,val,0.0,0.007132,5
1091,Accuracy,test,0.0,0.010971,
1091,F1,train,0.602036,0.017473,
1091,F1,val,0.616788,0.009604,10
1091,F1,test,0.565445,0.035439,
1092,Accuracy,train,0.0,0.030584,5
1092,Accuracy,val,0.0,0.009292,10
1092,Accuracy,test,0.0,0.023773,5
1092,F1,train,0.0,0.034397,
1092,F1,val,0.0,0.046529,
1092,F1,test,0.0,0.025727,10
1093,Accuracy,train,0.811127,0.005317,5
1093,Accuracy,val,0.815754,0.032501,10
1093,Accuracy,test,0.76121,0.043443,10
1093,F1,train,1.447742,0.008567,
1093,F1,val,1.436011,0.027115,
1093,F1,test,1.424887,0.033679,
1094,Accuracy,train,0.929612,0.004116,
1094,Accuracy,val,0.95403,0.028637,5
1094,Accuracy,test,0.915899,0.047763,5
1094,F1,train,0.209579,0.02997,
1094,F1,val,0.216986,0.015408,
1094,F1,test,0.196879,0.005082,10
1095,Accuracy,train,0.251012,0.017458,5
1095,Accuracy,val,0.239307,0.010978,5
1095,Accuracy,test,0.209567,0.025926,10
1095,F1,train,1.028259,0.046738,
1095,F1,val,1.024809,0.04349,5
1095,F1,test,0.988483,0.002607,
1096,Accuracy,train,0.226192,0.040599,5
1096,Accuracy,val,0.232546,0.038444,5
1096,Accuracy,test,0.179064,0.011286,5
1096,F1,train,0.570503,0.025141,5
1096,F1,val,0.588919,0.010367,5
1096,F1,test,0.5381,0.006268,10
1097,Accuracy,train,0.0,0.037895,
1097,Accuracy,val,0.0,0.002198,5
1097,Accuracy,test,0.0,0.027707,5
1097,F1,train,0.541445,0.014349,10
1097,F1,val,0.528428,0.008193,5
1097,F1,test,0.520496,0.011842,5
1098,Accuracy,train,0.424773,0.007818,10
1098,Accuracy,val,0.407204,0.032806,
1098,Accuracy,test,0.376502,0.029922,10
1098,F1,train,3.264841,0.013477,5
1098,F1,val,3.279496,0.008618,10
1098,F1,test,3.215281,0.019052,10
1099,Accuracy,train,0.724252,0.022683,
1099,Accuracy,val,0.707819,0.015366,
1099,Accuracy,test,0.695996,0.042409,5
1099,F1,train,0.276317,0.029701,
1099,F1,val,0.279388,0.01185,10
1099,F1,test,0.235808,0.027239,
1100,Accuracy,train,0.0,0.013346,
1100,Accuracy,val,0.0,0.03032,10
1100,Accuracy,test,0.0,0.00129,10
1100,F1,train,0.295061,0.022397,5
1100,F1,val,0.29176,0.047006,5
1100,F1,test,0.263057,0.03092,
1101,Accuracy,train,0.638896,0.026132,10
1101,Accuracy,val,0.630107,0.038167,
1101,Accuracy,test,0.613047,0.01772,10
1101,F1,train,0.794135,0.041221,10
1101,F1,val,0.794327,0.021168,10
1101,F1,test,0.750961,0.033056,
1102,Accuracy,train,0.0,0.033492,5
1102,Accuracy,val,0.0,0.028955,5
1102,Accuracy,test,0.0,0.004288,10
1102,F1,train,1.434816,0.026052,10
1102,F1,val,1.438247,0.031799,
1102,F1,test,1.418648,0.035116,
1103,Accuracy,train,0.0,0.010682,
1103,Accuracy,val,0.0,0.013398,
1103,Accuracy,test,0.0,0.026623,10
1103,F1,train,0.707934,0.017688,
1103,F1,val,0.71808,0.038965,
1103,F1,test,0.69453,0.04621,
1104,Accuracy,train,0.358007,0.019335,10
1104,Accuracy,val,0.366018,0.004426,5
1104,Accuracy,test,0.318593,0.027844,10
1104,F1,train,0.0,0.025361,
1104,F1,val,0.0,0.002775,5
1104,F1,test,0.0,0.008244,
1105,Accuracy,train,0.0,0.015173,5
1105,Accuracy,val,0.0,0.036025,10
1105,Accuracy,test,0.0,0.026556,
1105,F1,train,0.0,0.03597,
1105,F1,val,0.0,0.013974,10
1105,F1,test,0.0,0.046204,
1106,Accuracy,train,0.0,0.028733,5
1106,Accuracy,val,0.0,0.037443,10
1106,Accuracy,test,0.0,0.040969,5
1106,F1,train,0.300938,0.046646,
1106,F1,val,0.292375,0.03556,10
1106,F1,test,0.238004,0.02265,10
1107,Accuracy,train,0.365801,0.049016,5
1107,Accuracy,val,0.370361,0.047482,10
1107,Accuracy,test,0.336885,0.0479,10
1107,F1,train,0.90603,0.008379,10
1107,F1,val,0.898226,0.032458,5
1107,F1,test,0.873562,0.043097,5
1108,Accuracy,train,1.205379,0.011851,5
1108,Accuracy,val,1.194147,0.010731,
1108,Accuracy,test,1.171526,0.019707,10
1108,F1,train,0.0,0.031021,10
1108,F1,val,0.0,0.00853,5
1108,F1,test,0.0,0.027137,
1110,Accuracy,train,1.066145,0.031931,5
1110,Accuracy,val,1.048854,0.012143,10
1110,Accuracy,test,1.03777,0.010839,10
1110,F1,train,1.608626,0.02292,10
1110,F1,val,1.613876,0.027994,
1110,F1,test,1.568898,0.036195,5
1111,Accuracy,train,1.902435,0.039367,
1111,Accuracy,val,1.891057,0.0488,
1111,Accuracy,test,1.869903,0.006418,10
1111,F1,train,0.236216,0.033127,5
1111,F1,val,0.225876,0.021641,5
1111,F1,test,0.192288,0.03394,5
1113,Accuracy,train,0.0,0.022475,10
1113,Accuracy,val,0.0,0.040179,10
1113,Accuracy,test,0.0,0.028869,
1113,F1,train,0.499347,0.03868,10
1113,F1,val,0.513731,0.023664,10
1113,F1,test,0.460663,0.003882,5
1114,Accuracy,train,1.340187,0.008087,
1114,Accuracy,val,1.332731,0.02609,5
1114,Accuracy,test,1.29776,0.035455,5
1114,F1,train,0.958867,0.033512,5
1114,F1,val,0.946206,0.040798,10
1114,F1,test,0.910805,0.029809,5
1115,Accuracy,train,0.0,0.012241,10
1115,Accuracy,val,0.0,0.024604,5
1115,Accuracy,test,0.0,0.045647,5
1115,F1,train,0.300237,0.01438,
1115,F1,val,0.321063,0.005043,5
1115,F1,test,0.295963,0.046131,
1116,Accuracy,train,0.299345,0.004667,5
1116,Accuracy,val,0.302793,0.040389,10
1116,Accuracy,test,0.247337,0.026105,10
1116,F1,train,0.565283,0.01179,5
1116,F1,val,0.584659,0.020596,5
1116,F1,test,0.533898,0.020294,10
1117,Accuracy,train,1.890919,0.024854,
1117,Accuracy,val,1.89978,0.003668,
1117,Accuracy,test,1.843195,0.036706,
1117,F1,train,1.608531,0.015466,
1117,F1,val,1.596846,0.038854,5
1117,F1,test,1.579948,0.047115,10
1118,Accuracy,train,2.506469,0.01473,10
1118,Accuracy,val,2.490138,0.006871,5
1118,Accuracy,test,2.473021,0.004401,
1118,F1,train,0.0,0.002108,5
1118,F1,val,0.0,0.005083,10
1118,F1,test,0.0,0.007881,10
1119,Accuracy,train,0.385666,0.009338,10
1119,Accuracy,val,0.367874,0.023319,
1119,Accuracy,test,0.349696,0.022465,
1119,F1,train,1.794959,0.048383,10
1119,F1,val,1.795752,0.028185,10
1119,F1,test,1.739613,0.048588,
1120,Accuracy,train,2.315718,0.034352,5
1120,Accuracy,val,2.317623,0.011299,
1120,Accuracy,test,2.27502,0.044772,10
1120,F1,train,0.0,0.048021,5
1120,F1,val,0.0,0.045783,5
1120,F1,test,0.0,0.005874,10
1121,Accuracy,train,1.743902,0.038066,10
1121,Accuracy,val,1.749704,0.014541,
1121,Accuracy,test,1.707176,0.04302,
1121,F1,train,0.313143,0.049034,
1121,F1,val,0.310353,0.00706,
1121,F1,test,0.28149,0.009949,
1122,Accuracy,train,1.175291,0.023265,5
1122,Accuracy,val,1.202231,0.047085,10
1122,Accuracy,test,1.166315,0.035343,
1122,F1,train,0.0,0.006379,10
1122,F1,val,0.0,0.033207,
1122,F1,test,0.0,0.022326,10
1124,Accuracy,train,1.206698,0.030745,
1124,Accuracy,val,1.196746,0.016963,10
1124,Accuracy,test,1.180913,0.048501,10
1124,F1,train,3.193068,0.025404,5
1124,F1,val,3.205967,0.03401,
1124,F1,test,3.16288,0.012942,5
1125,Accuracy,train,0.0,0.012733,
1125,Accuracy,val,0.0,0.028211,10
1125,Accuracy,test,0.0,0.040124,
1125,F1,train,1.127782,0.044221,10
1125,F1,val,1.134425,0.025977,5
1125,F1,test,1.077184,0.001257,
1126,Accuracy,train,0.0,0.041367,
1126,Accuracy,val,0.0,0.012156,5
1126,Accuracy,test,0.0,0.005168,10
1126,F1,train,0.536334,0.015152,5
1126,F1,val,0.531469,0.015866,5
1126,F1,test,0.475315,0.021218,10
1127,Accuracy,train,2.407438,0.015725,5
1127,Accuracy,val,2.42325,0.028419,
1127,Accuracy,test,2.381122,0.016766,5
1127,F1,train,0.256334,0.01818,5
1127,F1,val,0.262434,0.008343,5
1127,F1,test,0.236564,0.00647,5
1128,Accuracy,train,0.34054,0.010475,10
1128,Accuracy,val,0.318802,0.035936,10
1128,Accuracy,test,0.309727,0.035003,10
1128,F1,train,1.256366,0.011573,5
1128,F1,val,1.238565,0.034333,10
1128,F1,test,1.22806,0.041413,10
1129,Accuracy,train,0.29408,0.035612,
1129,Accuracy,val,0.273513,0.006393,
1129,Accuracy,test,0.240632,0.018831,
1129,F1,train,1.160523,0.014893,5
1129,F1,val,1.177227,0.012366,
1129,F1,test,1.141978,0.006771,5
1130,Accuracy,train,0.195974,0.04792,
1130,Accuracy,val,0.219239,0.011068,5
1130,Accuracy,test,0.180844,0.008903,
1130,F1,train,0.0,0.024882,5
1130,F1,val,0.0,0.020184,
1130,F1,test,0.0,0.049984,10
1132,Accuracy,train,1.454282,0.010311,10
1132,Accuracy,val,1.472829,0.014131,5
1132,Accuracy,test,1.425934,0.047228,10
1132,F1,train,0.088618,0.003702,5
1132,F1,val,0.080858,0.035669,
1132,F1,test,0.033671,0.049662,5
1133,Accuracy,train,0.0,0.026279,
1133,Accuracy,val,0.0,0.00582,5
1133,Accuracy,test,0.0,0.012465,5
1133,F1,train,0.0,0.043199,5
1133,F1,val,0.0,0.036817,
1133,F1,test,0.0,0.010418,5
1134,Accuracy,train,1.036385,0.040594,
1134,Accuracy,val,1.052542,0.04606,5
1134,Accuracy,test,1.014662,0.014124,10
1134,F1,train,1.392389,0.040789,10
1134,F1,val,1.40137,0.012385,5
1134,F1,test,1.351089,0.038067,5
1135,Accuracy,train,0.0,0.011029,5
1135,Accuracy,val,0.0,0.011985,10
1135,Accuracy,test,0.0,0.01619,
1135,F1,train,0.815841,0.037282,
1135,F1,val,0.822569,0.024747,
1135,F1,test,0.75501,0.021005,5
1136,Accuracy,train,0.0,0.037875,5
1136,Accuracy,val,0.0,0.041019,5
1136,Accuracy,test,0.0,0.046022,10
1136,F1,train,0.0,0.032061,5
1136,F1,val,0.0,0.047151,10
1136,F1,test,0.0,0.011519,10
1137,Accuracy,train,0.0,0.049958,10
1137,Accuracy,val,0.0,0.028305,10
1137,Accuracy,test,0.0,0.005988,5
1137,F1,train,0.0,0.032155,
1137,F1,val,0.0,0.012847,
1137,F1,test,0.0,0.041262,5
1138,Accuracy,train,0.524355,0.044094,
1138,Accuracy,val,0.537437,0.023165,
1138,Accuracy,test,0.51258,0.037678,
1138,F1,train,0.0,0.017556,5
1138,F1,val,0.0,0.02846,
1138,F1,test,0.0,0.026025,
1139,Accuracy,train,0.616609,0.019592,10
1139,Accuracy,val,0.63328,0.031755,5
1139,Accuracy,test,0.594168,0.041594,5
1139,F1,train,0.626124,0.015502,5
1139,F1,val,0.65042,0.029048,
1139,F1,test,0.588396,0.013032,10
1140,Accuracy,train,1.028885,0.009185,
1140,Accuracy,val,1.047507,0.04865,5
1140,Accuracy,test,1.010814,0.021108,5
1140,F1,train,0.0,0.034915,10
1140,F1,val,0.0,0.044978,
1140,F1,test,0.0,0.003395,10
1141,Accuracy,train,0.0,0.006611,5
1141,Accuracy,val,0.0,0.036595,
1141,Accuracy,test,0.0,0.037474,5
1141,F1,train,0.404482,0.04891,
