decision_id,respondent_id,study_id,decision_type,employment_status,income_at_time,amount_usd,decision_date,reversed,confidence_score
349,219,5,Subscription,Student,30-60k,75.37,2021-11-15,False,0.463
350,538,5,Loan Repayment,Full-time,60-100k,12578.71,2022-04-21,False,0.623
351,662,5,Major Purchase,Full-time,30-60k,2179.58,2021-08-30,False,0.609
352,119,5,Investment,Retired,60-100k,787.1,2021-12-03,False,0.36
353,678,5,Subscription,Unemployed,30-60k,1066.83,2021-10-01,False,0.513
354,43,5,Subscription,Self-employed,60-100k,3311.29,2021-10-18,True,0.691
355,89,5,Major Purchase,Full-time,60-100k,8953.97,2021-11-25,False,0.49
356,553,5,Subscription,Unemployed,30-60k,1084.52,2022-02-06,False,0.409
357,512,5,Savings Deposit,Full-time,30-60k,12228.18,2022-08-15,False,0.904
358,622,5,Savings Deposit,Student,60-100k,349.86,2021-09-08,False,0.506
359,109,5,Credit Application,Full-time,30-60k,6192.98,2021-10-19,True,0.366
360,464,5,Credit Application,Full-time,60-100k,6104.53,2021-09-24,False,0.713
361,480,5,Investment,Full-time,60-100k,5490.63,2021-12-20,False,0.846
362,7,5,Major Purchase,Unemployed,<30k,1020.18,2022-05-30,False,0.734
363,464,5,Savings Deposit,Full-time,60-100k,6325.69,2021-12-31,False,0.627
364,548,5,Investment,Part-time,60-100k,4066.54,2021-12-14,False,0.736
365,552,5,Subscription Cancel,Unemployed,100k+,169.11,2021-12-10,False,0.558
366,506,5,Subscription Cancel,Student,30-60k,1337.22,2021-10-15,False,0.589
367,652,5,Subscription Cancel,Unemployed,<30k,520.46,2021-10-22,False,0.659
368,509,5,Investment,Full-time,100k+,4573.57,2021-12-07,False,0.466
369,774,5,Investment,Full-time,30-60k,9752.31,2022-01-16,False,0.409
370,347,5,Major Purchase,Unemployed,60-100k,410.42,2022-07-16,False,0.674
371,180,5,Subscription,Full-time,60-100k,15070.65,2022-01-13,False,0.889
372,61,5,Savings Deposit,Part-time,30-60k,893.32,2021-11-07,True,0.709
373,374,5,Subscription Cancel,Unemployed,30-60k,808.21,2022-07-20,True,0.144
374,389,5,Credit Application,Self-employed,100k+,5190.74,2022-05-05,False,0.57
375,410,5,Savings Deposit,Retired,100k+,867.7,2022-06-17,False,0.25
376,537,5,Major Purchase,Unemployed,<30k,677.05,2022-02-28,False,0.236
377,440,5,Major Purchase,Part-time,<30k,2003.23,2022-05-22,False,0.296
378,585,5,Major Purchase,Part-time,30-60k,4338.71,2021-11-19,False,0.119
379,785,5,Subscription Cancel,Unemployed,<30k,49.5,2021-11-09,True,0.437
380,16,5,Subscription Cancel,Part-time,60-100k,5172.92,2021-12-04,False,0.409
381,32,5,Subscription Cancel,Self-employed,30-60k,3867.6,2022-01-02,False,0.698
382,35,5,Subscription Cancel,Student,<30k,1084.91,2022-06-18,False,0.675
383,609,5,Loan Repayment,Student,60-100k,189.58,2022-04-04,False,0.19
384,199,5,Subscription,Part-time,30-60k,2848.17,2022-06-30,False,0.438
385,170,5,Credit Application,Part-time,30-60k,1258.29,2021-09-23,False,0.359
386,200,5,Credit Application,Unemployed,30-60k,525.29,2021-09-02,True,0.618
387,417,5,Loan Repayment,Unemployed,<30k,408.55,2022-07-29,False,0.565
388,231,5,Subscription Cancel,Full-time,100k+,11440.37,2022-05-24,False,0.494
389,777,5,Savings Deposit,Part-time,100k+,2082.39,2021-11-10,True,0.41
390,123,5,Loan Repayment,Student,<30k,488.92,2022-05-19,False,0.663
391,454,5,Subscription Cancel,Retired,30-60k,1324.01,2022-08-07,True,0.353
392,505,5,Savings Deposit,Part-time,30-60k,3051.74,2021-12-31,False,0.525
393,229,5,Major Purchase,Full-time,<30k,4299.33,2022-02-25,False,0.993
394,470,5,Subscription Cancel,Full-time,100k+,5762.96,2021-11-18,False,0.642
395,367,5,Loan Repayment,Full-time,60-100k,3399.78,2022-08-12,False,0.782
396,600,5,Subscription Cancel,Unemployed,<30k,1397.84,2022-03-30,False,0.542
397,154,5,Subscription,Unemployed,30-60k,722.7,2022-01-02,False,0.448
398,670,5,Subscription,Part-time,<30k,2647.83,2022-04-17,False,0.562
399,667,5,Subscription Cancel,Full-time,100k+,7437.15,2021-09-08,False,0.938
400,781,5,Credit Application,Full-time,30-60k,2892.63,2021-11-02,False,0.467
401,653,5,Subscription Cancel,Full-time,30-60k,10005.09,2022-05-22,False,0.984
402,339,5,Major Purchase,Student,<30k,632.14,2022-01-10,True,0.537
403,266,5,Subscription,Part-time,30-60k,1749.28,2022-01-06,False,0.396
404,137,5,Subscription,Part-time,30-60k,4476.74,2022-06-02,True,0.389
405,653,5,Investment,Full-time,30-60k,5614.73,2022-05-05,False,0.777
406,276,5,Subscription Cancel,Full-time,<30k,11429.59,2021-09-22,False,0.836
407,31,5,Loan Repayment,Retired,100k+,505.93,2022-07-11,False,0.397
408,219,5,Subscription Cancel,Student,30-60k,1053.28,2022-01-05,False,0.112
409,442,5,Subscription,Unemployed,30-60k,1386.82,2022-04-11,False,0.444
410,311,5,Investment,Student,60-100k,1135.62,2021-10-19,True,0.323
411,32,5,Subscription Cancel,Self-employed,30-60k,788.59,2022-03-11,False,0.242
412,665,5,Major Purchase,Full-time,60-100k,8173.39,2021-10-07,False,0.351
413,622,5,Subscription Cancel,Student,60-100k,156.27,2021-12-17,True,0.731
414,476,5,Subscription,Student,60-100k,1257.75,2021-09-25,False,0.211
415,45,5,Subscription Cancel,Part-time,60-100k,3218.19,2021-10-14,False,0.307
416,191,5,Investment,Self-employed,60-100k,3955.95,2022-02-12,False,0.656
417,107,5,Major Purchase,Self-employed,100k+,4872.89,2022-06-12,False,0.669
418,592,5,Credit Application,Full-time,<30k,3015.31,2022-05-11,False,0.372
419,375,5,Loan Repayment,Part-time,100k+,1085.94,2022-04-03,False,0.343
420,711,5,Loan Repayment,Full-time,60-100k,10316.97,2022-03-09,False,0.929
421,269,5,Major Purchase,Full-time,<30k,15524.88,2022-05-29,False,0.516
422,424,5,Major Purchase,Full-time,100k+,4151.0,2022-02-10,False,0.979
423,715,5,Major Purchase,Unemployed,30-60k,535.86,2022-07-17,False,0.318
424,643,6,Investment,Full-time,<30k,2672.71,2021-07-15,False,0.717
425,294,6,Subscription,Full-time,60-100k,5581.94,2021-08-12,False,0.692
426,611,6,Loan Repayment,Full-time,60-100k,3271.39,2021-08-05,False,0.866
427,377,6,Subscription,Student,<30k,553.97,2021-09-23,False,0.477
428,270,6,Loan Repayment,Full-time,30-60k,13933.54,2021-10-08,False,0.958
429,475,6,Subscription Cancel,Unemployed,<30k,289.93,2021-09-11,False,0.537
430,214,6,Loan Repayment,Self-employed,<30k,952.87,2021-07-24,False,0.402
431,134,6,Credit Application,Full-time,60-100k,9303.67,2021-09-04,False,0.712
432,303,6,Subscription,Unemployed,30-60k,1067.24,2021-10-21,False,0.702
433,654,6,Subscription,Full-time,<30k,6698.36,2021-08-24,False,0.98
434,247,6,Credit Application,Part-time,60-100k,4370.94,2021-10-24,False,0.696
435,521,6,Subscription Cancel,Full-time,60-100k,8711.96,2021-10-09,True,0.808
436,361,6,Investment,Unemployed,60-100k,397.0,2021-09-17,False,0.45
437,577,6,Savings Deposit,Student,30-60k,259.67,2021-08-01,True,0.17
438,210,6,Credit Application,Unemployed,30-60k,1164.5,2021-06-27,False,0.455
439,126,6,Loan Repayment,Student,<30k,1237.54,2021-07-04,False,0.46
440,514,6,Major Purchase,Student,100k+,472.6,2021-10-16,False,0.62
441,462,6,Investment,Self-employed,100k+,5184.35,2021-10-12,True,0.24
442,548,6,Subscription,Part-time,60-100k,719.19,2021-09-01,False,0.502
443,767,6,Savings Deposit,Student,60-100k,1075.13,2021-07-18,False,0.14
444,763,6,Subscription,Full-time,30-60k,14982.55,2021-06-23,False,0.732
445,448,6,Loan Repayment,Unemployed,<30k,1213.87,2021-07-12,True,0.585
446,279,6,Investment,Retired,60-100k,930.59,2021-08-02,False,0.452
447,708,6,Investment,Full-time,30-60k,15170.53,2021-07-29,False,0.739
448,294,6,Subscription Cancel,Full-time,60-100k,6354.53,2021-08-06,False,0.682
449,625,6,Credit Application,Unemployed,100k+,962.25,2021-10-20,False,0.555
450,573,6,Subscription,Student,30-60k,68.58,2021-09-20,False,0.59
451,423,6,Subscription Cancel,Full-time,100k+,11532.66,2021-08-07,False,0.974
452,13,6,Investment,Student,30-60k,624.77,2021-09-19,True,0.272
453,240,6,Subscription Cancel,Full-time,60-100k,2388.89,2021-08-26,False,0.653
454,632,6,Savings Deposit,Student,<30k,663.63,2021-10-26,False,0.643
455,331,6,Major Purchase,Full-time,30-60k,3663.1,2021-07-06,False,0.934
456,56,6,Credit Application,Unemployed,30-60k,1142.34,2021-09-08,True,0.32
457,379,6,Investment,Student,30-60k,230.06,2021-06-15,False,0.339
458,678,6,Investment,Unemployed,30-60k,1338.87,2021-06-21,False,0.55
459,570,6,Savings Deposit,Student,60-100k,529.66,2021-08-01,True,0.708
460,242,6,Credit Application,Unemployed,30-60k,989.15,2021-07-06,True,0.458
461,244,6,Subscription,Retired,100k+,1338.5,2021-08-04,True,0.171
462,428,6,Loan Repayment,Student,100k+,139.01,2021-06-21,False,0.236
463,208,6,Investment,Student,30-60k,1364.13,2021-06-19,True,0.531
464,194,6,Loan Repayment,Full-time,60-100k,9902.81,2021-06-20,False,0.475
465,603,6,Major Purchase,Student,60-100k,957.47,2021-06-15,False,0.728
466,579,6,Major Purchase,Retired,30-60k,68.26,2021-06-19,False,0.656
467,581,6,Savings Deposit,Part-time,60-100k,1135.64,2021-10-21,False,0.212
468,409,6,Savings Deposit,Student,60-100k,894.93,2021-09-14,False,0.583
469,450,6,Investment,Full-time,60-100k,2021.01,2021-08-13,False,0.653
470,133,6,Major Purchase,Full-time,60-100k,15566.25,2021-08-13,False,0.742
471,778,6,Credit Application,Self-employed,30-60k,2747.19,2021-08-07,True,0.61
472,176,6,Savings Deposit,Student,100k+,469.66,2021-08-26,False,0.613
473,124,6,Subscription,Part-time,60-100k,1827.58,2021-09-28,False,0.105
474,281,6,Loan Repayment,Part-time,100k+,1371.45,2021-08-16,False,0.357
475,663,6,Credit Application,Full-time,30-60k,16898.35,2021-08-14,False,0.477
476,589,6,Investment,Full-time,60-100k,4269.6,2021-07-19,True,0.482
477,706,6,Savings Deposit,Full-time,30-60k,16083.15,2021-07-01,False,0.654
478,487,6,Subscription Cancel,Student,60-100k,1261.88,2021-07-20,True,0.474
479,347,6,Subscription,Unemployed,60-100k,373.84,2021-07-19,False,0.28
480,271,6,Subscription Cancel,Full-time,30-60k,2889.11,2021-07-01,False,0.317
481,528,6,Investment,Full-time,60-100k,6535.29,2021-09-11,False,0.962
482,123,6,Credit Application,Student,<30k,157.29,2021-10-23,True,0.347
483,62,6,Credit Application,Self-employed,30-60k,3382.93,2021-10-10,True,0.648
484,741,6,Subscription Cancel,Full-time,60-100k,12753.16,2021-08-05,False,0.46
485,686,6,Subscription,Full-time,100k+,11684.29,2021-09-19,False,0.336
486,147,6,Subscription,Full-time,60-100k,9486.66,2021-07-23,False,0.692
487,259,6,Subscription Cancel,Full-time,60-100k,4101.53,2021-08-23,False,0.848
488,102,6,Loan Repayment,Retired,30-60k,1001.83,2021-09-07,False,0.541
489,406,7,Major Purchase,Full-time,30-60k,8119.77,2021-02-25,True,0.722
490,153,7,Credit Application,Full-time,100k+,14597.4,2021-05-06,False,0.903
491,134,7,Subscription Cancel,Full-time,60-100k,9335.8,2021-04-25,False,0.575
492,689,7,Subscription Cancel,Unemployed,60-100k,227.77,2021-04-28,False,0.303
493,455,7,Loan Repayment,Part-time,60-100k,4424.66,2021-06-05,False,0.406
494,38,7,Investment,Part-time,100k+,3088.06,2021-06-11,False,0.721
495,15,7,Subscription Cancel,Part-time,30-60k,501.8,2021-05-10,True,0.53
496,154,7,Loan Repayment,Unemployed,30-60k,691.92,2021-06-04,True,0.198
497,482,7,Loan Repayment,Retired,<30k,428.41,2021-04-12,False,0.404
498,134,7,Credit Application,Full-time,60-100k,4435.82,2021-06-05,False,0.829
499,582,7,Subscription Cancel,Part-time,60-100k,4254.99,2021-03-16,False,0.496
500,407,7,Investment,Unemployed,<30k,1261.5,2021-02-28,True,0.216
501,285,7,Credit Application,Student,30-60k,990.49,2021-06-14,False,0.101
502,188,7,Savings Deposit,Unemployed,60-100k,942.73,2021-02-22,True,0.235
503,187,7,Subscription Cancel,Unemployed,100k+,311.46,2021-04-23,False,0.562
504,422,7,Investment,Unemployed,30-60k,633.15,2021-04-20,False,0.212
505,795,7,Investment,Part-time,30-60k,2441.66,2021-02-24,False,0.45
506,449,7,Credit Application,Unemployed,60-100k,887.34,2021-04-05,False,0.287
507,625,7,Subscription,Unemployed,100k+,1283.96,2021-05-31,False,0.706
508,296,7,Investment,Self-employed,60-100k,227.38,2021-03-30,True,0.495
509,118,7,Credit Application,Full-time,60-100k,3899.79,2021-04-22,False,0.377
510,708,7,Subscription Cancel,Full-time,30-60k,15375.79,2021-03-05,False,0.764
511,284,7,Major Purchase,Self-employed,60-100k,2438.09,2021-04-13,False,0.565
512,782,7,Credit Application,Unemployed,30-60k,476.03,2021-05-11,False,0.131
513,405,7,Subscription,Full-time,100k+,14546.46,2021-04-15,False,0.376
514,683,7,Subscription,Student,30-60k,312.23,2021-05-08,False,0.626
515,385,7,Major Purchase,Full-time,<30k,13439.27,2021-03-31,False,0.693
516,133,7,Savings Deposit,Full-time,60-100k,3293.01,2021-05-13,False,0.483
517,339,7,Major Purchase,Student,<30k,441.8,2021-04-30,False,0.119
518,91,7,Subscription,Full-time,30-60k,11456.91,2021-04-22,False,0.772
519,690,7,Loan Repayment,Retired,<30k,837.95,2021-05-20,True,0.715
520,798,7,Subscription Cancel,Retired,100k+,143.32,2021-05-01,False,0.105
521,153,7,Subscription,Full-time,100k+,10862.11,2021-04-30,False,0.637
522,217,7,Investment,Full-time,60-100k,17141.23,2021-06-09,False,0.335
523,467,7,Major Purchase,Student,<30k,928.26,2021-06-02,True,0.418
524,713,7,Loan Repayment,Retired,30-60k,1184.82,2021-04-07,False,0.424
525,128,7,Savings Deposit,Part-time,100k+,287.85,2021-03-17,True,0.685
526,269,7,Subscription,Full-time,<30k,3310.96,2021-06-15,False,0.896
527,723,7,Loan Repayment,Full-time,30-60k,4759.96,2021-06-18,False,0.922
528,616,7,Subscription,Full-time,30-60k,6471.02,2021-03-10,False,0.507
529,327,7,Subscription Cancel,Full-time,60-100k,10215.56,2021-06-16,False,0.678
530,569,7,Subscription Cancel,Full-time,60-100k,777.07,2021-03-09,False,0.735
531,272,7,Savings Deposit,Full-time,60-100k,5958.67,2021-06-20,False,0.923
532,649,7,Credit Application,Full-time,30-60k,12852.07,2021-02-24,False,0.938
533,690,7,Savings Deposit,Retired,<30k,877.54,2021-06-17,True,0.359
534,512,7,Major Purchase,Full-time,30-60k,758.49,2021-02-27,False,0.872
535,183,7,Subscription,Self-employed,60-100k,3200.0,2021-04-10,False,0.214
536,26,7,Loan Repayment,Unemployed,30-60k,1172.93,2021-04-18,False,0.177
537,211,7,Savings Deposit,Part-time,100k+,3256.27,2021-05-17,False,0.592
538,361,7,Subscription,Unemployed,60-100k,645.34,2021-06-17,False,0.732
539,671,7,Subscription,Part-time,60-100k,3792.77,2021-05-31,False,0.121
540,240,7,Major Purchase,Full-time,60-100k,8594.39,2021-05-11,False,0.766
541,105,7,Credit Application,Full-time,60-100k,6872.26,2021-06-17,False,0.434
542,223,7,Major Purchase,Full-time,60-100k,12582.15,2021-03-06,False,0.417
543,204,7,Savings Deposit,Part-time,60-100k,4211.59,2021-05-23,False,0.174
544,199,7,Subscription Cancel,Part-time,30-60k,3339.21,2021-03-10,False,0.198
545,4,7,Subscription Cancel,Full-time,60-100k,12267.15,2021-04-11,False,0.465
546,429,7,Credit Application,Unemployed,100k+,309.93,2021-03-22,False,0.663
547,316,7,Credit Application,Full-time,30-60k,4216.07,2021-06-03,True,0.893
548,424,7,Investment,Full-time,100k+,16689.27,2021-03-03,False,0.556
549,570,7,Credit Application,Student,60-100k,135.59,2021-04-10,False,0.268
550,8,7,Subscription Cancel,Retired,30-60k,1004.44,2021-03-08,False,0.413
551,69,7,Investment,Part-time,60-100k,3039.96,2021-04-18,True,0.712
552,45,7,Major Purchase,Part-time,60-100k,3011.48,2021-06-16,False,0.415
553,467,7,Subscription Cancel,Student,<30k,828.9,2021-05-11,True,0.51
554,365,7,Major Purchase,Unemployed,100k+,1369.86,2021-06-15,False,0.122
555,429,7,Major Purchase,Unemployed,100k+,664.36,2021-06-19,False,0.121
556,206,7,Investment,Full-time,30-60k,2723.08,2021-03-08,False,0.396
557,514,7,Investment,Student,100k+,1229.67,2021-03-14,False,0.57
558,709,8,Subscription Cancel,Self-employed,60-100k,3915.85,2021-03-06,False,0.594
559,360,8,Credit Application,Retired,60-100k,953.88,2021-01-20,False,0.193
560,495,8,Credit Application,Self-employed,30-60k,3183.87,2020-12-24,False,0.661
561,536,8,Major Purchase,Unemployed,<30k,208.19,2021-03-22,False,0.229
562,401,8,Credit Application,Part-time,60-100k,1780.43,2021-02-26,False,0.617
563,491,8,Investment,Unemployed,30-60k,1266.53,2021-03-12,False,0.338
564,688,8,Credit Application,Retired,60-100k,572.15,2020-11-13,False,0.593
565,185,8,Investment,Retired,30-60k,252.05,2021-01-08,False,0.121
566,555,8,Loan Repayment,Self-employed,60-100k,4710.27,2021-02-01,False,0.512
567,77,8,Major Purchase,Student,<30k,728.61,2020-11-18,False,0.36
568,459,8,Investment,Unemployed,60-100k,154.29,2020-12-02,False,0.133
569,595,8,Subscription Cancel,Unemployed,100k+,550.02,2020-12-30,False,0.692
570,778,8,Loan Repayment,Self-employed,30-60k,3742.22,2021-01-13,False,0.395
571,722,8,Investment,Retired,100k+,67.94,2021-02-27,True,0.269
572,27,8,Savings Deposit,Full-time,60-100k,2441.06,2021-01-15,False,0.638
573,154,8,Savings Deposit,Unemployed,30-60k,1221.2,2020-11-14,False,0.719
574,575,8,Savings Deposit,Self-employed,30-60k,1926.99,2020-11-12,False,0.628
575,471,8,Savings Deposit,Full-time,100k+,13748.68,2020-12-05,False,0.693
576,497,8,Subscription,Retired,30-60k,570.59,2020-12-31,False,0.482
577,601,8,Credit Application,Retired,100k+,462.9,2021-01-02,False,0.233
578,172,8,Investment,Retired,60-100k,1295.73,2021-04-08,True,0.214
579,56,8,Subscription Cancel,Unemployed,30-60k,1229.06,2021-01-26,False,0.294
580,725,8,Credit Application,Full-time,60-100k,9979.52,2020-11-30,True,0.413
581,187,8,Subscription,Unemployed,100k+,1027.29,2021-02-08,False,0.513
582,165,8,Investment,Full-time,<30k,11936.6,2021-02-17,False,0.57
583,395,8,Savings Deposit,Unemployed,30-60k,548.03,2021-03-29,False,0.256
584,586,8,Subscription Cancel,Student,100k+,1132.02,2020-12-17,True,0.15
585,309,8,Subscription,Self-employed,60-100k,1249.54,2021-01-10,False,0.61
586,562,8,Major Purchase,Self-employed,60-100k,228.86,2021-04-01,False,0.129
587,702,8,Subscription,Part-time,30-60k,1695.92,2021-03-16,False,0.739
588,558,8,Loan Repayment,Part-time,30-60k,1961.94,2021-02-17,False,0.161
589,795,8,Savings Deposit,Part-time,30-60k,3333.21,2021-01-12,False,0.674
590,664,8,Credit Application,Unemployed,30-60k,688.46,2021-03-25,True,0.276
591,520,8,Savings Deposit,Student,30-60k,822.07,2021-03-27,False,0.249
592,599,8,Investment,Full-time,100k+,9253.72,2020-11-17,False,0.799
593,334,8,Subscription,Retired,30-60k,1238.77,2021-03-03,False,0.54
594,366,8,Loan Repayment,Part-time,30-60k,562.61,2021-02-01,False,0.506
595,288,8,Savings Deposit,Full-time,30-60k,3568.71,2020-12-04,False,0.92
596,404,8,Investment,Self-employed,30-60k,2167.11,2021-01-02,False,0.296
597,294,8,Loan Repayment,Full-time,60-100k,3057.23,2021-02-01,False,0.658
598,181,8,Savings Deposit,Retired,<30k,926.35,2020-12-28,False,0.341
599,774,8,Subscription,Full-time,30-60k,5373.91,2021-01-19,False,0.511
600,550,8,Loan Repayment,Unemployed,60-100k,73.51,2021-03-23,False,0.546
601,207,8,Credit Application,Full-time,100k+,10559.82,2020-12-31,False,0.762
602,232,8,Subscription Cancel,Student,60-100k,498.0,2021-01-17,False,0.622
603,465,8,Subscription Cancel,Student,<30k,49.43,2021-04-15,True,0.539
604,363,8,Major Purchase,Retired,60-100k,1077.9,2021-02-05,False,0.265
605,145,8,Major Purchase,Retired,100k+,1352.15,2020-11-20,False,0.333
606,264,8,Subscription Cancel,Full-time,30-60k,907.48,2021-01-25,False,0.88
607,799,8,Loan Repayment,Part-time,100k+,186.63,2021-01-03,False,0.714
608,290,8,Subscription,Part-time,60-100k,1552.37,2021-03-02,False,0.554
609,273,8,Investment,Full-time,60-100k,9909.19,2020-11-15,False,0.585
610,352,8,Subscription Cancel,Part-time,60-100k,4040.04,2020-11-17,False,0.44
611,597,8,Investment,Full-time,30-60k,11095.43,2021-03-17,False,0.407
612,178,8,Investment,Unemployed,<30k,172.25,2021-04-02,False,0.622
613,595,8,Subscription Cancel,Unemployed,100k+,1074.61,2021-03-27,False,0.68
614,78,8,Credit Application,Full-time,<30k,15094.89,2021-01-06,False,0.385
615,473,8,Loan Repayment,Full-time,30-60k,11988.57,2021-04-08,False,0.917
616,430,8,Savings Deposit,Unemployed,30-60k,285.42,2020-12-14,False,0.108
617,341,8,Investment,Part-time,30-60k,1831.67,2020-11-15,False,0.213
618,298,9,Credit Application,Student,100k+,625.78,2023-03-15,False,0.49
619,270,9,Subscription,Full-time,30-60k,6857.08,2023-05-09,False,0.485
620,544,9,Loan Repayment,Full-time,60-100k,2316.32,2023-06-27,False,0.408
621,350,9,Savings Deposit,Retired,100k+,89.66,2023-04-24,False,0.728
622,218,9,Loan Repayment,Part-time,60-100k,3024.06,2023-07-15,True,0.64
623,682,9,Major Purchase,Self-employed,60-100k,4296.07,2023-04-05,True,0.461
624,656,9,Credit Application,Student,30-60k,957.06,2023-08-19,False,0.253
625,349,9,Subscription,Part-time,100k+,1974.19,2023-06-16,True,0.655
626,331,9,Savings Deposit,Full-time,30-60k,3678.06,2023-04-06,False,0.794
627,776,9,Credit Application,Unemployed,<30k,602.19,2023-04-03,True,0.193
628,768,9,Investment,Self-employed,60-100k,349.66,2023-09-23,False,0.579
629,327,9,Subscription,Full-time,60-100k,14711.99,2023-08-04,False,0.814
630,418,9,Investment,Full-time,60-100k,6408.83,2023-08-10,False,0.743
631,287,9,Investment,Full-time,30-60k,4562.48,2023-05-05,False,0.635
632,559,9,Loan Repayment,Part-time,30-60k,4109.87,2023-05-19,False,0.408
633,232,9,Credit Application,Student,60-100k,333.76,2023-04-26,False,0.737
634,688,9,Investment,Retired,60-100k,1199.08,2023-05-18,False,0.634
635,42,9,Investment,Full-time,30-60k,7701.28,2023-05-24,False,0.74
636,670,9,Investment,Part-time,<30k,348.1,2023-05-02,False,0.519
637,443,9,Loan Repayment,Part-time,30-60k,3159.33,2023-05-04,False,0.359
638,252,9,Subscription,Full-time,30-60k,15788.53,2023-09-11,False,0.469
639,53,9,Major Purchase,Full-time,30-60k,11438.04,2023-10-09,False,0.444
640,714,9,Subscription,Student,<30k,1374.58,2023-03-15,True,0.246
641,192,9,Credit Application,Retired,<30k,1205.31,2023-08-14,False,0.119
642,279,9,Major Purchase,Retired,60-100k,442.89,2023-03-25,False,0.374
643,201,9,Credit Application,Student,<30k,1304.66,2023-08-26,False,0.257
644,564,9,Savings Deposit,Full-time,100k+,9461.59,2023-06-29,False,0.553
645,651,9,Subscription,Full-time,100k+,12205.55,2023-05-09,False,0.331
646,463,9,Loan Repayment,Student,30-60k,665.56,2023-06-02,False,0.594
647,609,9,Subscription,Student,60-100k,450.23,2023-07-09,False,0.376
648,33,9,Subscription,Unemployed,100k+,815.32,2023-10-03,False,0.455
649,524,9,Savings Deposit,Full-time,60-100k,1102.1,2023-08-10,False,0.797
650,786,9,Major Purchase,Unemployed,100k+,540.43,2023-04-15,False,0.475
651,482,9,Major Purchase,Retired,<30k,1204.63,2023-07-08,False,0.574
652,597,9,Savings Deposit,Full-time,30-60k,13182.41,2023-05-10,False,0.805
653,577,9,Investment,Student,30-60k,592.7,2023-07-20,False,0.2
654,232,9,Savings Deposit,Student,60-100k,884.43,2023-08-26,False,0.668
655,678,9,Savings Deposit,Unemployed,30-60k,525.49,2023-07-12,True,0.615
656,431,9,Major Purchase,Self-employed,60-100k,2992.68,2023-03-13,False,0.286
657,15,9,Major Purchase,Part-time,30-60k,1221.73,2023-05-23,True,0.564
658,282,9,Major Purchase,Retired,60-100k,1237.8,2023-05-19,False,0.565
659,305,9,Subscription Cancel,Full-time,60-100k,11960.79,2023-07-27,False,0.752
660,526,9,Savings Deposit,Student,30-60k,1048.6,2023-08-14,False,0.205
661,537,9,Subscription,Unemployed,<30k,694.97,2023-05-28,False,0.283
662,306,9,Credit Application,Full-time,60-100k,15906.45,2023-05-09,False,0.959
663,380,9,Investment,Unemployed,100k+,1390.71,2023-05-31,False,0.205
664,188,9,Loan Repayment,Unemployed,60-100k,1316.94,2023-08-29,False,0.67
665,648,9,Loan Repayment,Full-time,60-100k,12229.44,2023-07-30,False,0.945
666,20,9,Subscription,Unemployed,<30k,450.93,2023-09-24,False,0.167
667,268,9,Subscription Cancel,Full-time,60-100k,15475.59,2023-05-19,False,0.901
668,779,9,Savings Deposit,Part-time,60-100k,5144.04,2023-09-05,False,0.243
669,136,9,Savings Deposit,Full-time,30-60k,4629.4,2023-06-19,False,0.994
670,731,9,Major Purchase,Retired,<30k,832.8,2023-09-29,False,0.252
671,251,9,Credit Application,Student,60-100k,344.08,2023-09-27,True,0.136
672,189,9,Investment,Unemployed,<30k,473.81,2023-09-16,False,0.639
673,199,9,Investment,Part-time,30-60k,254.98,2023-08-15,False,0.302
674,239,9,Credit Application,Part-time,30-60k,186.24,2023-06-20,False,0.221
675,175,9,Savings Deposit,Unemployed,30-60k,809.95,2023-06-15,True,0.398
676,141,9,Credit Application,Part-time,60-100k,3978.54,2023-04-01,False,0.323
677,733,9,Subscription Cancel,Full-time,60-100k,14131.06,2023-06-27,False,0.83
678,423,9,Subscription Cancel,Full-time,100k+,11998.41,2023-08-25,True,0.377
679,240,9,Subscription,Full-time,60-100k,4596.55,2023-09-27,True,0.609
680,456,9,Savings Deposit,Full-time,30-60k,2676.72,2023-05-28,False,0.477
681,619,9,Subscription Cancel,Student,100k+,421.83,2023-08-30,False,0.484
682,81,9,Subscription,Full-time,60-100k,4388.24,2023-04-25,False,0.375
683,644,9,Savings Deposit,Part-time,60-100k,4492.75,2023-03-14,False,0.156
684,322,9,Subscription,Student,<30k,284.21,2023-07-27,False,0.227
685,166,9,Savings Deposit,Full-time,60-100k,3096.56,2023-07-30,False,0.992
686,330,9,Subscription Cancel,Student,<30k,351.73,2023-04-28,False,0.711
687,262,9,Credit Application,Unemployed,100k+,1390.76,2023-05-12,False,0.559
688,509,10,Savings Deposit,Full-time,100k+,7887.58,2023-01-07,False,0.351
689,788,10,Subscription Cancel,Unemployed,30-60k,758.27,2023-02-19,True,0.45
690,294,10,Subscription Cancel,Full-time,60-100k,12387.92,2022-12-22,False,0.846
691,545,10,Loan Repayment,Full-time,30-60k,16679.05,2022-09-20,False,0.941
692,161,10,Major Purchase,Self-employed,30-60k,4100.76,2022-12-06,False,0.452
693,689,10,Savings Deposit,Unemployed,60-100k,1045.91,2022-12-03,False,0.168
694,515,10,Major Purchase,Full-time,60-100k,4507.28,2022-12-08,False,0.336
695,700,10,Investment,Unemployed,<30k,624.32,2023-01-03,False,0.371
696,127,10,Savings Deposit,Full-time,60-100k,12656.77,2022-09-17,False,0.854
697,611,10,Savings Deposit,Full-time,60-100k,12045.75,2023-02-11,False,0.544
